crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
주네이처셀,NATURECELL COLTD,네이처셀,007390,라정찬,K,1243110005721,1308105606,서울특별시 영등포구 국회대로76길 10 5층,www.rnlsamml.com,,0234721681,0269521012,11209,19710806,12
주네이처셀,NATURECELL COLTD,네이처셀,007390,라정찬,K,1243110005721,1308105606,서울특별시 영등포구 국회대로76길 10 5층,www.rnlsamml.com,,0234721681,0269521012,11209,19710806,12
주네이처셀,NATURECELL COLTD,네이처셀,007390,라정찬,K,1243110005721,1308105606,서울특별시 영등포구 국회대로76길 10 5층,www.rnlsamml.com,,0234721681,0269521012,11209,19710806,12
제이더블유신약주,JW SHINYAK CORPORATION,JW신약,067290,백승호,K,1615110001291,3128102332,서울특별시 서초구 남부순환로 2477,www.cwsy.co.kr,,028406111,028437696,212,19810813,12
대지개발주,Yangpyung Country Club,대지개발,,문병근,E,1343110003872,1328134086,경기도 양평군 지평면 대평평장길 1138 대평리 양평TPC골프클럽,,,0317723000,0317738925,91121,20000104,12
지스마트글로벌주,GSMATT GLOBAL Co Ltd,지스마트글로벌,114570,이주석,K,2001110116941,1268147081,서울특별시 강남구 역삼로 556 4층 5층대치동 서울아카데미빌딩,-,,0317084412,0269594374,2611,20000526,12
BNK캐피탈 주식회사,BNKCAPITAL,BNK캐피탈,,이두호,E,1801110722850,6058601190,부산광역시 부산진구 새싹로 1 부산은행 부전동지점 8층 BNK캐피탈,www.bnkcapital.co.kr,,0516651000,0518193900,64911,20100715,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
주지와이커머스,GY COMMERCE Co Ltd,지와이커머스,111820,최종판,K,1101113582627,1198194650,서울특별시 광진구 광나루로56길 85프라임센터 35층,www.mp1.co.kr,www.cheoum-nc.co.kr,0269509500,0269509610,639,20061219,12
주아스트,AeroSpace Technology of Korea Inc,아스트,067390,김희원,K,1954110007168,6138124511,경상남도 사천시 사남면 공단1로 2365,www.astk.co.kr,,0558517000,0558535139,31322,20010420,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
유니퀘스트주,UNIQUEST COPORATION,유니퀘스트,077500,앤드류김,Y,1101111216757,1208156132,경기도 성남시 분당구 황새울로 314 서현동유니퀘스트빌딩,www.uniquest.co.kr,,0317089988,0317086598,4659,19951125,12
주식회사 비보존,Vivozon Inc,비보존,,이두현,E,1101113910026,2098146636,서울특별시 성동구 아차산로 49 성수동1가 서울숲코오롱디지털타워Ⅲ 604호,www.vivozon.com,,029161004,0232921001,70113,20080601,12
완도전복주,WANDO ABALONE LTDCO,완도전복,,김형수,E,2060110005843,4158130592,전라남도 완도군 완도읍 농공단지8길 11 죽청리,www.wakorea.kr,,0615553600,0615553610,46,20090326,12
테라셈주,TerraSem Co Ltd,테라셈,182690,서성기,K,1344110015932,1268146549,충청북도 청주시 청원구 오창읍 과학산업5로 9,www.terrasem.com,,0432408160,0432182145,2612,20000630,12
주에이앤티앤,ANTN,에이앤티앤,050320,최기용,K,1101111185423,2118610077,서울특별시 금천구 가산디지털1로 151 이노플렉스 1차 706호,sitglobal.co.kr,,0234435811,0234435815,465,19950809,12
주파티게임즈,PATI Games Corporation,파티게임즈,194510,박길우,K,1101114508151,1208763386,서울특별시 강남구 삼성로 570 6 7층삼성동 석천빌딩,www.patigames.com,,0260050985,025574362,5821,20110105,12
주피케이엘,PKL,피케이엘,039870,리쉘에밀리버,E,1615110018444,3128122487,충청남도 천안시 서북구 2공단3로 15 성성동 주아큐텍반도체기술주피케이웰,www.pkl.co.kr,,0415290339,0415290305,26299,19951123,10
주씨에스에이코스믹,CSA COSMIC CO LTD,CSA 코스믹,083660,조성아,K,1101110657499,2068147219,서울특별시 강남구 학동로30길 20 ,www.gentro.co.kr,,024830077,0262030155,22229,19891107,12
주씨에스에이코스믹,CSA COSMIC CO LTD,CSA 코스믹,083660,조성아,K,1101110657499,2068147219,서울특별시 강남구 학동로30길 20 ,www.gentro.co.kr,,024830077,0262030155,22229,19891107,12
주씨에스에이코스믹,CSA COSMIC CO LTD,CSA 코스믹,083660,조성아,K,1101110657499,2068147219,서울특별시 강남구 학동로30길 20 ,www.gentro.co.kr,,024830077,0262030155,22229,19891107,12
주씨에스에이코스믹,CSA COSMIC CO LTD,CSA 코스믹,083660,조성아,K,1101110657499,2068147219,서울특별시 강남구 학동로30길 20 ,www.gentro.co.kr,,024830077,0262030155,22229,19891107,12
주씨에스에이코스믹,CSA COSMIC CO LTD,CSA 코스믹,083660,조성아,K,1101110657499,2068147219,서울특별시 강남구 학동로30길 20 ,www.gentro.co.kr,,024830077,0262030155,22229,19891107,12
주피앤텔,PEOPLE  TELECOMMUNICATION INC,피앤텔,054340,임수근,K,1101111433393,1078160410,서울특별시 영등포구 선유로 27 대륭오피스텔 1111gh,WWW.PNTEL.CO.KR,,0549793320,0549759494,2642,19970628,12
주동원개발,DongwonDevelopment,동원개발,013120,장복만,K,1801110029438,6048119275,부산광역시 수영구 수영로 754 동원빌딩 민락동센텀비스타동원,www.dongwonapt.co.kr,,051 645 3113,0516304139,41112,19780331,12
주동원개발,DongwonDevelopment,동원개발,013120,장복만,K,1801110029438,6048119275,부산광역시 수영구 수영로 754 동원빌딩 민락동센텀비스타동원,www.dongwonapt.co.kr,,051 645 3113,0516304139,41112,19780331,12
주동원개발,DongwonDevelopment,동원개발,013120,장복만,K,1801110029438,6048119275,부산광역시 수영구 수영로 754 동원빌딩 민락동센텀비스타동원,www.dongwonapt.co.kr,,051 645 3113,0516304139,41112,19780331,12
주동원개발,DongwonDevelopment,동원개발,013120,장복만,K,1801110029438,6048119275,부산광역시 수영구 수영로 754 동원빌딩 민락동센텀비스타동원,www.dongwonapt.co.kr,,051 645 3113,0516304139,41112,19780331,12
트러스와이제7호위탁관리부동산투자회사,TRUS Y 7 REIT CO Ltd,트러스제7호,140890,김종수,Y,1101114547357,1178175507,서울특별시 양천구 목동동로 2333,,,027858920,,68112,20110303,04
삼성바이오로직스주,SAMSUNG BIOLOGICS COLTD,삼성바이오로직스,207940,김태한,Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,0324553114,0324553825,21102,20110422,12
삼성바이오로직스주,SAMSUNG BIOLOGICS COLTD,삼성바이오로직스,207940,김태한,Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,0324553114,0324553825,21102,20110422,12
삼성바이오로직스주,SAMSUNG BIOLOGICS COLTD,삼성바이오로직스,207940,김태한,Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,0324553114,0324553825,21102,20110422,12
삼성물산주,SAMSUNG CT CORPORATION,삼성물산,028260,이영호 고정석 정금용,Y,1101110015762,2028145975,서울특별시 송파구 올림픽로35길 123 ,www.samsungcnt.com,,0221455114,,467,19631223,12
삼성물산주,SAMSUNG CT CORPORATION,삼성물산,028260,이영호 고정석 정금용,Y,1101110015762,2028145975,서울특별시 송파구 올림픽로35길 123 ,www.samsungcnt.com,,0221455114,,467,19631223,12
삼성물산주,SAMSUNG CT CORPORATION,삼성물산,028260,이영호 고정석 정금용,Y,1101110015762,2028145975,서울특별시 송파구 올림픽로35길 123 ,www.samsungcnt.com,,0221455114,,467,19631223,12
주옴니텔,Omnitel Inc,옴니텔,057680,김상우,K,1101111577604,2208154389,서울특별시 동작구 여의대방로62길 1 3층,www.omnitel.co.kr,,0221818000,0220822201,58222,19980821,12
주광명전기,KWANG MYUNG ELECTRIC COLTD,광명전기,017040,이재광조광식,Y,1301110006270,1348104007,경기도 안산시 단원구 목내로 160 목내동,www.kmec.co.kr,www.kmec.co.kr,0314940720,0222408109,28123,19830608,12
주광명전기,KWANG MYUNG ELECTRIC COLTD,광명전기,017040,이재광조광식,Y,1301110006270,1348104007,경기도 안산시 단원구 목내로 160 목내동,www.kmec.co.kr,www.kmec.co.kr,0314940720,0222408109,28123,19830608,12
문경관광개발주식회사,,문경관광개발,,장구락,E,1754110005364,5118111461,경상북도 문경시 중앙로 188 흥덕동,,,0545563456,0545563455,91210,20030104,12
우양에이치씨주,WOOYANG HC CO LTD,우양에이치씨,101970,김진태,E,1350110062633,1348133443,경기도 평택시 포승읍 포승공단로118번길 88,www.wooyang.co.kr,,0316809300,0316869310,2512,19961001,12
노무라 인터내셔널 펀딩 피티이,NOMURA INTERNATIONAL FUNDING PTE LTD,노무라인터내셔널펀딩피티이,,Chow Wing Lun Philip,E,,40367,10 Marina Boulevard Marina Bay Financial Centre Tower 2,,,6564336288,,71519,20120517,03
청광종합건설주,CHUNGKWANG CONSTRUCTION CO LtD,청광종건,140290,허숭,N,1101113564401,2148799122,서울특별시 강남구 언주로 550,www.chungkwang.co.kr,,0234616393,0234616396,412,20061120,12
청광종합건설주,CHUNGKWANG CONSTRUCTION CO LtD,청광종건,140290,허숭,N,1101113564401,2148799122,서울특별시 강남구 언주로 550,www.chungkwang.co.kr,,0234616393,0234616396,412,20061120,12
주티맥스소프트,TmaxSoft CoLtd,티맥스소프트,,김동철,E,1101111422148,2208145181,경기도 성남시 분당구 황새울로258번길 29 수내동 수내빌딩분당세무서 89층,kr.tmaxsoft.com,,03180181000,03180181115,58221,19970603,12
주티맥스소프트,TmaxSoft CoLtd,티맥스소프트,,김동철,E,1101111422148,2208145181,경기도 성남시 분당구 황새울로258번길 29 수내동 수내빌딩분당세무서 89층,kr.tmaxsoft.com,,03180181000,03180181115,58221,19970603,12
주티맥스소프트,TmaxSoft CoLtd,티맥스소프트,,김동철,E,1101111422148,2208145181,경기도 성남시 분당구 황새울로258번길 29 수내동 수내빌딩분당세무서 89층,kr.tmaxsoft.com,,03180181000,03180181115,58221,19970603,12
에스브이인베스트먼트 주식회사,SV INVESTMENT CORPORATION,SV인베스트먼트,289080,박성호 이장원,K,1101113433440,1078677065,서울특별시 영등포구 국제금융로 10 46층 여의도동 쓰리아이에프씨,www.svinvest.com,,0237751020,0237751021,649,20060405,03
주티맥스소프트,TmaxSoft CoLtd,티맥스소프트,,김동철,E,1101111422148,2208145181,경기도 성남시 분당구 황새울로258번길 29 수내동 수내빌딩분당세무서 89층,kr.tmaxsoft.com,,03180181000,03180181115,58221,19970603,12
씨케이에이치푸드앤헬스리미티드,CKH Food  Health Limited,씨케이에이치,900120,린진성,K,,223523,PO Box 31119 Grand Pavilion Hibiscus Way 802 West Bay Road Grand Cayman KYI  1205 Cyaman Islan,-,,8613950486047,025555956,64992,20090224,06
현대약품주,HYUNDAI PHARMACEUTICAL CO LTD,현대약품,004310,김영학 이상준,Y,1243110000250,1308100988,충청남도 천안시 동남구 풍세면 잔다리길 55,www.hyundaipharm.co.kr,,0415705114,0269191739,21210,19650716,11
삼보오토주,SAMBOAUTO Co Ltd,삼보오토,070080,최찬규,E,1314110133612,1348192156,경기도 안산시 단원구 해봉로 195,www.samboauto.com,,0314899405,0314899499,30,20021113,12
주ST홀딩스,ST Holdings Co Ltd,ST홀딩스,036530,김도환,Y,1244110002907,1268114881,서울특별시 금천구 가산디지털1로 134,www.hisntholdings.com,,0232795010,028694266,64992,19820927,12
ST모티브주,ST MOTIV CO LTD,ST모티브,064960,유기준,Y,1801110396069,6218147887,부산광역시 기장군 철마면 여락송정로 363,www.sntdaewoo.com,,0515092114,0234974060,303,20020206,12
ST중공업주,ST Dynamics COLtd,ST중공업,003570,권정원,Y,1101110042880,1058132752,경상남도 창원시 성산구 남면로 599,www.hisntd.com,,0552805000,0552805510,303,19590401,12
노무라 인터내셔널 펀딩 피티이,NOMURA INTERNATIONAL FUNDING PTE LTD,노무라인터내셔널펀딩피티이,,Chow Wing Lun Philip,E,,40367,10 Marina Boulevard Marina Bay Financial Centre Tower 2,,,6564336288,,71519,20120517,03
주STC,ST Corporation,STC,100840,정원휘,Y,1942110090598,6098181774,경상남도 창원시 성산구 완암로 12,www.hisnt.com,,0552126500,0226058693,29176,20080205,12
삼정데이타서비스주,samjung data service coltd,삼정데이타서비스,,오충용,E,1101111435026,2138632489,서울특별시 구로구 디지털로 306 제4층 416호417호421호구로동대륭포스트타워2차,www.sds.co.kr,,0220290375,025446008,58221,19970801,12
케이피항공산업주,KP AERO INDUSTRIES COLTD,케이피항공산업,,김종판,E,1801110100551,6228106875,경상남도 김해시 진례면 테크노밸리로 12 담안리,www.airkpc.com,,0553425746,0553425743,31322,19900601,12
주제이에스티나,JESTINA CoLtd,제이에스티나,026040,대표이사 김기석 김기문 각자대표,K,1101110569074,2158103705,서울특별시 송파구 양재대로62길 53,www.romanson.co.kr,,0221907085,024090287,331,19880402,12
그레이트리치과기유한공사,Great Rich Technologies Limited,GRT,900290,주영남,K,,1798794,Room 01 21F Prosper Commercial Building 9 Yin Chong Street Kowloon Hong Kong,,,85236458129,,64992,20120911,06
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
일화모직공업주,ILHWA WOOL TEXTILE IND COLTD,일화모직공업,001590,변동필,E,1348110001587,1248106600,경기도 화성시 봉담읍 삼천병마로 135995,www.ilhwawool.co.kr,,0312275381,0312275386,13212,19551129,11
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
주무학,Muhak,무학,033920,최재호 이수능 각자 대표이사,Y,1901110002721,6088107131,경상남도 창원시 마산회원구 봉암공단2길 6,www.muhak.co.kr,,15882226,055 296 9930,11122,19730919,12
