crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
한화에어로스페이스주,HANWHA AEROSPACE CO LTD,한화에어로스페이스,012450,Shin Hyun Woo,Y,1942110000480,6098102992,경상남도 창원시 성산구 창원대로 1204,www.hanwhaaerospace.co.kr/,,0552602114,027295796,31321,19770801,12
현대비앤지스틸주,HYUNDAI BNG STEEL CO LTD,현대비앤지스틸,004560, 정일선,Y,1101110065395,1208128432,경상남도 창원시 성산구 적현로 124,www.hyundai-bngsteel.com,,0552684114,025631291,24122,19660407,12
엘티삼보 주식회사,LT SAMBO CO LTD,엘티삼보,,장태일,E,1801110055722,6178108420,부산광역시 남구 자성로 152 715문현동 한일오피스텔,www.ltsambo.co.kr,,0516468600,0516478600,42,19761230,12
주씨디네트웍스,CDNetworksCoLtd,씨디네트웍스,073710,임용기,E,1101111981649,2118699301,서울특별시 강남구 테헤란로8길 37 한동빌딩3467층 역삼동,www.cdnetworks.co.kr,,0234410400,025699632,631,20000527,12
서호전기주,Seoho Electric CoLtd,서호전기,065710,김승남,K,1101110591928,1238126054,경기도 안양시 동안구 귀인로 9,www.seoho.co.kr,,0314636612,0314683311,28123,19880923,12
주한컴시큐어,Hancom Secure Inc,한컴시큐어,054920,노윤선,K,1101111673585,1168172773,경기도 성남시 분당구 대왕판교로644번길 49 한컴타워 9층,www.hsecure.co.kr,,0316226300,025268455,58221,19990331,12
주모다이노칩,ModaInnoChips Co Ltd,모다이노칩,080420,박인길 권오일각자 대표이사,K,1355110106027,1348154564,경기도 안산시 단원구 동산로27번길 427 이노칩테크놀러지주,www.innochips.co.kr,,0313157250,0313157249,474,20000424,12
풍림산업주,POONGLIM INDUSTRIAL COLTD,풍림산업,001310,지우종,E,1101110031908,2208110116,서울특별시 강남구 테헤란로 124 19층 재경팀,www.poonglim.co.kr,,025286350,025286101,41112,19541005,12
주이지바이오,EASY BIOInc,이지바이오,035810,지현욱김지범황일환각자대표,K,1101110565163,2208115028,서울특별시 강남구 강남대로 310 유니온센타3층,www.easybio.co.kr,,02 501 9988,02 501 9989,1080,19880314,12
테고사이언스주,Tego Science Inc,테고사이언스,191420,전세화,K,1601110114126,3148140292,서울특별시 강서구 마곡중앙8로 93 마곡동 테고사이언스,www.tegoscience.com,,028182900,0221073173,21102,20010320,12
주TCC동양,TCC STEEL CORP,TCC동양,002710,손봉락 조석희 각자대표,Y,1101110032112,1078113810,경상북도 포항시 남구 괴동로 100,www.tccsteel.com,,0226333311,0226767007,24191,19590716,12
미래나노텍주,MNTECHCoLtd,미래나노텍,095500,김철영,K,1101112577885,2148717187,충청북도 청원군 옥산면 과학산업1로 16 미래나노텍주,www.mntech.co.kr,,0437101100,0437101140,2229,20020801,12
주한국씨티은행,Citibank Korea Inc,한국씨티은행,016830,박진회,E,1101110303539,1028114717,서울특별시 중구 청계천로 24 한국씨티은행,www.citibank.co.kr,,0234552114,34552955,64121,19810919,12
인화정공주,Inhwa Precision Co Ltd,인화정공,101930,이인,K,1942110032988,6098136060,경상남도 창원시 의창구 차룡로14번길 55 인화정공주 팔용동,ihpre.co.kr,,0552990954,0552990366,31114,19990108,12
삼화콘덴서공업주,SAMWHA CAPACITOR COLTD,삼화콘덴서공업,001820,황 호 진,Y,1345110003696,1358102429,경기도 용인시 처인구 남사면 경기동로 227,www.samwha.com,,0313326441,0313327661,26291,19560814,12
주네오오토,NEOOTO COLTD,네오오토,212560,김홍직,K,1101114255801,1048625573,서울특별시 종로구 새문안로5길 19 6층당주동 로얄빌딩,www.neooto.kr,,027322871,0267322871,303,20100106,12
주천일고속,CHUNIL EXPRESS COLTD,천일고속,000650,박도현,Y,1801110006915,6048100854,부산광역시 동구 중앙대로 168초량동,www.chunilexpress.com,,0512549111,0512536416,49220,19490930,12
대동공업주,DAEDONG INDUSTRIAL COLTD,대동공업,000490,김준식 하창욱,Y,1911110000104,5148106690,대구광역시 달성군 논공읍 논공중앙로34길 35 35,www.daedong.co.kr,,0536103000,02 5833646,29210,19470520,12
한솔홀딩스주,Hansol Holdings Co Ltd,한솔홀딩스,004150,이재희,Y,1101110017867,1048125772,서울특별시 중구 을지로 100 파인애비뉴 B동 24층,www.hansol.com,,0232876875,0260310902,64992,19650119,12
주넥스트아이,NextEye Co Ltd,넥스트아이,137940,진광Chen Guang,K,1348110037954,1248157924,경기도 안양시 동안구 동편로 43동편로13번길65 넥스트아이빌딩,-,,0314782700,0314268550,27216,19980907,12
주티에스이,TSE COLtd,티에스이,131290,김철호 오창수,K,1615110017818,3128121630,충청남도 천안시 서북구 직산읍 군수1길 189 ,www.tse21.com,,0415819955,041 5818009,27212,19950831,12
OCI주,OCI Company Ltd,OCI,010060,백우석 이우현 김택중3인 각자 대표이사,Y,1746110000981,5068100069,서울특별시 중구 소공로 94 OCI 빌딩,www.oci.co.kr,,027279500,027277807,20129,19740701,12
대구도시공사,Daegu Urban Development Co,대구도시공사,,이종덕,E,1701710000450,5048206254,대구광역시 북구 침산로 73,www.duco.or.kr,,0533500262,0533500391,41,19880817,12
피에스케이주,PSK INC,피에스케이,031980,박경수,K,1347110004377,1258106879,경기도 화성시 삼성1로4길 48 피에스케이,www.psk-inc.com,,0316608700,0316118963,29271,19900611,12
주뷰웍스,Vieworks Co Ltd,뷰웍스,100120,김후식,K,1101111775894,1208193796,경기도 안양시 동안구 부림로 170413,www.vieworks.com,,07070116190,0317374954,27199,19990918,12
삼환기업주,SAMWHAN CORPORATION,삼환기업,000360,이계연,E,1101110020307,1018100452,서울특별시 강남구 언주로 547 역삼동1213 층 삼환기업주,www.samwhan.co.kr,,027402391,027402339,41221,19460315,12
미래산업주,MIRAE CORPORATION,미래산업,025560,이권휴,Y,1243110030413,3128115889,충청남도 천안시 서북구 백석공단7로 65 백석동,www.mirae.co.kr,,0416215070,04175598789,27219,19901226,12
주라이온켐텍,LION CHEMTECH CO Ltd,라이온켐텍,171120,박희원 박서영,K,1601110004947,3068104257,대전 대덕구 문평동 415,www.lion-chemtech.co.kr,,0429303300,0429303344,2049,19821124,12
세종투자주,Sejong Investment Inc,세종투자,,김형진이기동,E,1101111302275,1208163929,서울특별시 강동구 상일로10길 36 세종텔레콤지식산업센터,www.sejonginvestment.com,,07079796152,025541114,68112,19960726,12
주서진시스템,SEOJIN SYSTEM COLTD,서진시스템,178320,전동규,K,1201110447781,1228197712,경기도 부천시 오정구 산업로 2022,seojinsystem.net,,0325062760,0325065760,26429,20071030,12
주위메이드엔터테인먼트,Wemade Entertainment Co Ltd,위메이드,112040,장현국,K,1101111873755,2098124419,경기도 성남시 분당구 대왕판교로 644번길 49 삼평동 코리아벤처타운 업무시설비블럭 아이레보타워,corp.wemade.com,,0237092000,0237092100,5821,20000210,12
제이씨현시스템주,JCH Systems Inc,제이씨현시스템,033320,차현배 차중석,K,1101110775853,1108133772,서울특별시 용산구 새창로45길 74,www.jchyun.com,,0221059100,027075086,46510,19910511,12
주엔솔바이오사이언스,Ensol Biosciences Inc,엔솔바이오사이언스,140610,김해진,N,1601110112716,3148139908,대전광역시 유성구 테크노10로 51탑립동,www.ensolbio.co.kr,,0429394500,,70113,20010220,12
주LS네트웍스,LS Networks Corporation Limited,LS네트웍스,000680,구자용문성준각자 대표이사,Y,1801110044717,6228104805,경상남도 김해시 호계로 428 1층부원동 세화빌딩,www.lsnetworks.co.kr,www.lsnetworks.co.kr,027997114,0264425423,46800,19491221,12
텔코웨어주,TELCOWARE COLTD,텔코웨어,078000,금한태,Y,1101111848394,1208197865,서울특별시 서초구 법원로3길 207,www.telcoware.com,,02 21059800,0221059888,631,20000111,12
주삼흥,SamHeungCo,삼흥,,김효석,E,1345110000220,1358105071,경기도 용인시 기흥구 중부대로 495 구갈동,www.suwoncc.co.kr,,0312816613,0312816620,91121,19730926,12
주팜스토리,FarmStory COLTD,팜스토리,027710,편명식,K,1543110001715,3038105937,서울특별시 강남구 강남대로 310 유니온센터 3층,www.dodrambnf.co.kr,,025011648,0438790505,1080,19910417,12
주더스텔라,De Stellar CoLTD,더스텔라,065310,김천환,E,1101110704896,1178102566,서울특별시 강남구 논현로105길 48 나실빌딩 5층,www.minimumcollection.co.kr,,0234609536,0234817809,15129,19900615,12
오상자이엘주,OSANGJAIEL Co Ltd,오상자이엘,053980,이극래이동현각자대표,K,1201110083303,1228125877,인천광역시 부평구 부평동 60415,www.osangjaiel.co.kr,,0325240700,0325286439,62021,19930312,12
주강원일보,kang won il bo,강원일보,,이희종,E,1401110000246,2218100187,강원도 춘천시 중앙로 23 중앙로1가 강원일보사,www.kwnews.co.kr,,0332581220,0332424882,581,19451024,12
주사조해표,SAJOHAEPYO Corporation,사조해표,079660,김상훈,Y,1101113076779,1058670770,서울특별시 서초구 남부순환로 2159 방배동3층,www.sajohp.com,,0220073112,0220073277,107,20040901,12
주바이넥스,Binex Co Ltd,바이넥스,053030,이혁종,K,1801110058742,6038107005,부산광역시 사하구 다대로 3683,www.bi-nex.co.kr,,0512616611,0512634171,21210,19850605,12
주디엔에프,DNFCoLtd,디엔에프,092070,김명운,K,1601110109896,3148138516,대전광역시 대덕구 대화로132번길 142 디엔에프,,,0429327939,0429327947,2049,20010105,12
주디티앤씨,DTCcoltd,디티앤씨,187220,박채규,K,1311110053874,1298137694,경기도 용인시 처인구 유림로154번길 42,www.dtnc.co.kr,,0313293411,0313212855,729,20001018,12
주사조대림,SAJODAERIM CORPORATION,사조대림,003960,김상훈,Y,1101110042278,1148134190,서울특별시 서초구 남부순환로 2159,dr.sajo.co.kr,,0234706000,025238900,10211,19640501,12
한마음금융 주식회사,Microfinance  Badbank Harmony CoLtd,한마음금융,,양기영,E,1101113008269,2208684627,서울특별시 강남구 강남대로 450 한국자산관리공사 중소기업인지원부,www.badbank.or.kr,,0234205609,,64992,20040517,12
잉글우드랩 주식회사,Englewood Lab Inc,잉글우드랩,950140,John Hwa Kim,K,,0101038103,88 W Sheffield Avenue Englewood NJ 07631 USA,www.englewoodlab.com,,12015672267,2015672280,204,20150820,12
주한컴유니맥스,Hancom UNIMAX Inc,한컴유니맥스,215090,김선태 한진석공동대표이사,K,1101115642726,1078841260,경기도 안양시 동안구 학의로 268 410호 관양동,,,023686298,023686714,272,20150212,12
주동서,DONG SUH COMPANIES INC,동서,026960,김종원,Y,1101110180888,1058138440,서울특별시 마포구 독막로 324 동서빌딩,www.dongsuh.com,,027015050,027167730,4632,19750516,12
주디딤,Didim Inc,디딤,217620,이범택,K,1101115680643,8968100036,인천광역시 남동구 논현로46번길 3924 ,www.didimglobal.com,,0328196870,0328196870,561,20150330,12
주인팩,INFAC CORPORATION,인팩,023810,최오길 최웅선,Y,1301110008052,1348102412,서울특별시 송파구 백제고분로 450 ,www.infac.com,,0234323333,0314912434,303,19690625,12
농협생명보험주식회사,NongHyup Life Insurance CoLtd,농협생명보험,,서기봉,E,1101114809377,1048639723,서울특별시 서대문구 충정로 60,htp://www.nhlife.co.kr,,0237867066,0237867440,65110,20120302,12
주디피코,DPECO COLTD,디피코,163430,송신근,N,1350110081948,1348140167,경기도 군포시 공단로140번길 477,www.dpeco.com,,0316881500,0314417626,72129,19980701,12
주셀리버리,Cellivery Therapeutics Inc,셀리버리,268600,조대웅,K,1801110902791,6178616037,서울특별시 마포구 성암로 189,www.cellivery.com,,0231518900,0231518949,70113,20140314,12
주지란지교시큐리티,Jiransecurity Co Ltd,지란지교시큐리티,208350,윤두식,K,1101115527019,1078831670,서울특별시 강남구 역삼로 542 5층 502호대치동 신사제2빌딩,,,027867551,,582,20140930,12
씨아이에스주,Creative  Innovative System Corporation,씨아이에스,222080,김수하,K,1101115731032,1878600067,대구광역시 동구 팔공로47길 37 ,www.cisro.co.kr,,0535931552,0535931554,292,20150522,12
주엘앤에프,LF CO LTD,엘앤에프,066970,허제홍,K,1760110022654,5138119101,대구광역시 달서구 달서대로91길 120,www.landf.co.kr,,0535927300,0535927301,28202,20000727,12
DSR주,DSR CORP,DSR,155660,홍석빈,Y,1801110000777,6178100224,부산광역시 강서구 녹산산업중로192번길 7,www.dsr.com,,0234203591,0234203600,242,19650401,12
주웹스,WAPS Co Ltd,웹스,196700,이재춘,K,1801110378835,6068170604,부산광역시 해운대구 센텀동로 45 901호,www.waps.co.kr,,0518966390,0518966391,20203,20010925,12
주제넥신,Genexine Inc,제넥신,095700,서유석,K,1717110036705,5068131989,경기도 성남시 분당구 대왕판교로 700 코리아바이오파크 B동 4층,genexine.com,,0316283243,0316283229,70113,19990608,12
주식회사 토지지원리츠제1호위탁관리부동산투자회사,Land REIT CoLtd,토지지원리츠제1호위탁관리부동산투자회사,,심은정,E,1311110451961,5548800354,경기도 성남시 분당구 성남대로54번길 3,.,,0221800495,0221800908,68,20160701,12
주우신시스템,WOOSHIN SYSTEMS COLTD,우신시스템,017370,허우영,Y,1101110366719,1078136263,서울특별시 영등포구 영등포로 20,www.wooshinsys.co.kr,,0314966114,0314999337,292,19840223,12
주우리넷,WooriNet Co Ltd,우리넷,115440,김광수유의진,K,1301110057124,1248168611,경기도 안양시 동안구 시민대로 353관양동,www.woori-net.com,,0312765101,0314235102,2641,20000104,12
주식회사 곰앤컴퍼니,GomCompany,곰앤컴퍼니,,이병기,E,1101111649578,1208186669,서울특별시 강남구 개포로 216 개포동 곰앤컴퍼니빌딩,www.gomcorp.com,,0221935604,0260071178,62090,19990219,12
아이크래프트주,iCRAFTCoLtd,아이크래프트,052460,박우진 성시훈각자 대표이사,K,1101111858814,2208175308,서울특별시 강남구 언주로 726 두산빌딩 12층,www.icraft21.com,,025410474,025431442,620,20000121,12
하나캐피탈주,Hana Capital Co Ltd,하나캐피탈,,윤규선,E,1101110519970,2208109337,서울특별시 강남구 테헤란로 127 역삼동 그레이스타워 20층,www.hanacapital.co.kr,,0220371137,0220373200,64913,19870213,12
주포스코아이씨티,POSCO ICT COMPANY LTD,포스코 ICT,022100,손건재,K,1101110658637,2198100428,경상북도 포항시 남구 호동로 68 주포스코아이씨티,www.poscoict.co.kr,,0542801114,0317232102,72129,19891115,12
주이리츠코크렙기업구조조정부동산투자회사,E KOCREF CRREIT,이리츠코크렙,088260,진수경,Y,1101113275959,1078667081,서울특별시 강남구 삼성로 511,,,027870000,0221120939,68112,20050726,06
주유진테크,EugeneTechnologyCoLtd,유진테크,084370,엄평용,K,1351110051329,1238153245,경기도 용인시 처인구 양지면 추계로 42 유진테크,www.eugenetech.co.kr,,0313235700,0313331681,29271,20000105,12
성우테크론주,SUNGWOO TECHRON COMPANY,성우테크론,045300,박찬홍,K,1942110025941,6098129822,경상남도 창원시 성산구 성주동 246,www.swmv.co.kr,,0552798400,0552976510,2629,19970401,12
주쎌바이오텍,CELL BIOTECH CO  LTD,쎌바이오텍,049960,정명준,K,1244110020587,1368113410,경기도 김포시 월곶면 개곡리 134,cbt.co.kr,,03198762057,0319876209,211,19950207,12
한화수성기업인수목적주,Hanwha Susung Special Purpose Acquisition COLTD,한화수성스팩,265920,홍진우,K,1101116331625,5988600781,서울특별시 영등포구 여의대로 56 한화투자증권빌딩 10층,,,0237727318,,66199,20170228,12
주손오공,SONOKONGCOLTD,손오공,066910,김종완,K,1201110144999,1398131076,경기도 부천시 원미구 안곡로 266 ,www.sonokong.co.kr,,0226108750,0226108982,33401,19961230,12
주디알비동일,DRB Holding CoLtd,DRB동일,004840,오명환,Y,1801110000339,6218101635,부산광역시 금정구 공단동로55번길 28,drbworld.com,,0515209000,051 5283523,64992,19450930,12
아세아제지주,ASIA PAPER MANUFACTURING COLTD,아세아제지,002310,이인범,Y,1101110006274,2208102052,서울특별시 강남구 논현로 430,www.asiapaper.co.kr,,025276882,0314347409,172,19580307,12
주디지캡,DigiCAP Co Ltd,디지캡,197140,한승우,K,1101111928295,1018157784,서울특별시 강서구 마곡중앙8로7길 11,www.digicaps.com,,0234772101,0234772102,58221,20000401,12
주아티스,ARTIS COLTD,아티스,101140,이상준 김상우,Y,1313110080427,1258173285,경기도 평택시 통미로 23 합정동1층,www.arthis.co.kr,,0314204900,028509590,464,20080305,12
한국콜마홀딩스주,KOLMAR KOREA HOLDINGS COLTD,한국콜마홀딩스,024720,윤동한 김병묵,Y,1647110001591,3078102816,세종특별자치시 전의면 덕고개길 1211,www.kolmar.co.kr,,0418621057,025151531,64992,19900515,12
주팡스카이,PangSky Co Ltd,팡스카이,,지헌민,E,1101114972900,1198662250,서울특별시 강남구 논현로80길 25 역삼동 정우빌딩,www.corp.panggame.com,,07046589400,07082339383,5821,20121011,12
