crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
삼성머스트기업인수목적3호주,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 3 CO LTD,삼성머스트스팩3호,309930,이일근,K,1101116891801,3518601217,서울특별시 서초구 서초대로74길 11,,,0220207637,,661,20181011,12
삼성기업인수목적2호주,SAMSUNG SPECIAL PURPOSE ACQUISITION 2 CO LTD,삼성스팩2호,291230,임동현,K,1101116652790,7868700838,서울특별시 서초구 서초대로74길 11,없음,,0220207562,0220207656,661,20180206,12
주이에스에이,ESA CoLtd,이에스에이,052190,진종필 단독 대표이사,K,1101111093882,1148161794,서울특별시 강남구 테헤란로 413 8층삼성동 태양빌딩,www.esa.co.kr,,02 598 2554,025982555,901,19941028,12
주이크레더블,eCredible Co Ltd,이크레더블,092130,이진옥,K,1101112303305,1058628840,서울특별시 구로구 디지털로33길 27 삼성IT밸리 8층,www.ecredible.co.kr,,0221019100,0262345606,63991,20010806,12
제이티캐피탈 주식회사,JTCAPITAL,제이티캐피탈,,차동구 치바 노부이쿠,E,1101113798084,2018604525,서울특별시 중구 세종대로 73,,,0263880334,,64913,20071210,12
주팜스웰바이오,PharmswellBio Co Ltd,팜스웰바이오,043090,박강규,K,1101110527767,1398109157,강원도 원주시 혁신로 19 506호반곡동 H타워,www.pharmswell.com,,025697610,025697612,467,19870416,12
주포스코케미칼,POSCO CHEMICAL CO LTD,포스코케미칼,003670,민경준,K,1746110001947,5068101452,경상북도 포항시 남구 신항로 110 주포스코켐텍,www.posrec.co.kr,,054 2900114,0542927601,233,19710513,12
주프로셀테라퓨틱스,ProCell Therapeutics Inc,프로셀테라퓨틱스,,이병규,E,2001110219498,4088169726,서울특별시 구로구 디지털로 273 1009호구로동 에이스트윈타워2차,www.procellrx.co.kr,,0266757200,0266757202,70113,20060420,12
주디엔에이링크,DNA LINK INC,디엔에이링크,127120,이종은,K,1101111907760,1048151912,서울특별시 서대문구 이화여대길 52 이화여자대학교 산학협력관2층 디엔에이링크,www.dnalink.com,,0231531500,023644778,70111,20000315,12
주식회사 성남시민프로축구단,Seongnam Football Club,성남시민프로축구단,,곽선우,E,1101110595194,1068135806,경기도 성남시 분당구 탄천로 215 탄천종합운동장 내 성남시민프로축구단 야탑동,www.seongnamfc.com,,0317094133,0317094443,91112,19981028,12
지오씨주,GOC CO LTD,지오씨,135160,박인철,N,2001110130173,4098159615,광주광역시 북구 첨단벤처로60번길 10대촌동,www.glights.com,,0629736114,0629733316,28301,20010302,12
강원도민프로축구단,GANGWON FOOTBALL CLUB,강원도민프로축구단,,임은주,E,1401110036564,2218131526,강원도 강릉시 종합운동장길 88 교동 강릉상공회의소,www.gangwon-fc.com,,0336550500,0336556660,91191,20080723,12
효성티앤씨주,Hyosung TNC Corporation,효성티앤씨,298020,김용섭,Y,1101116770138,8808701070,서울특별시 마포구 마포대로 119,www.hyosungtnc.com,,027077000,,2050,20180604,12
주휴니드테크놀러지스,HUNEED TECHNOLOGIES,휴니드테크놀러지스,005870,신종석,Y,1341110005202,1238106174,인천광역시 연수구 벤처로 87,www.huneed.com,,0324576000,0324576040,2642,19681211,12
삼천리주,SAMCHULLY COLTD,삼천리,004690,이찬의 유재권,Y,1101110005929,1168100755,서울특별시 영등포구 국제금융로6길 42 여의도동 삼천리빌딩,www.samchully.co.kr,,023683300,027838042,35200,19660707,12
주모두투어네트워크,MODETOURNETWORKINC,모두투어,080160,우종웅,K,1101110609771,2028145295,서울특별시 중구 을지로 16 프레지던트호텔 5층 모두투어네트워크,www.modetour.co.kr,,027288000,0220217803,75210,19890214,12
주엑시콘,Exicon Co Ltd,엑시콘,092870,박상준,K,1311110058402,1298140428,경기도 성남시 분당구 판교로 255번길 28 7층삼평동 디에이치케이솔루션빌딩,www.exicon.co.kr,,0316963100,0316963120,29271,20010308,12
주이매진아시아,IMAGINE ASIA CoLtd,이매진아시아,036260,김운석,K,1311110004603,1298104567,서울특별시 강남구 테헤란로 414 엘앤비타워 10층,www.wellmadestarment.com,http://www.imagineasia.com/,0234431960,0234431961,591,19760702,12
주에이치비테크놀러지,HB Technology COLTD,HB테크놀러지,078150,문성준,K,1311110030335,1298123356,충청남도 아산시 음봉면 산동로 87,www.ncbnet.co.kr,,0313320060,0415328725,29272,19970902,12
주식회사 레몬,LEMON Co Ltd,레몬,,이재환,E,1760110078920,5138172334,경상북도 구미시 산동면 산호대로 110565 봉산리,,,0544708800,0544721128,2820,20120918,12
한국전자금융주,NICE Total Cash Management Co Ltd,한국전자금융,063570,구자성,K,1101111848980,2148645634,서울특별시 영등포구 국회대로66길 9 NICE2사옥,www.nicetcm.co.kr,,0221225400,0221225513,759,20000111,12
연합자산관리주,UAMCO,연합자산관리,,이성규,E,1101114191451,1048623371,서울특별시 중구 서소문로 116 서소문동 유원빌딩 4층5층6층,,,0221792412,0221792401,64999,20091001,12
산은캐피탈주,KDB CAPITAL CORPORATION,산은캐피탈,008270,김영모,E,1101110137558,2028150051,서울특별시 영등포구 은행로 30 중소기업중앙회 신관,www.kdbc.co.kr,,0263300114,0263300700,64911,19721216,12
주씨제이헬로,CJ Hello Co Ltd,CJ헬로,037560,변동식,Y,1101111144297,1178113423,서울특별시 마포구 월드컵북로56길 19 6층상암동 드림타워,www.cjhellovision.com,,0218551000,023766191,60222,19950331,12
현대오일뱅크주식회사,Hyundai Oilbank Co Ltd,현대오일뱅크,,문종박,E,1101110090558,3108120275,충청남도 서산시 대산읍 평신2로 182,www.oilbank.co.kr,,0416605114,0416605111,19210,19641114,12
한화케미칼주,Hanwha Chemical,한화케미칼,009830,김창범,Y,1101110360935,2028116577,서울특별시 중구 청계천로 86 한화빌딩,hcc.hanwha.co.kr,,027292700,027292731,20111,19740427,12
주삼호,SAMHO INTERNATIONAL COLTD,삼호,001880,조남창,Y,1101110163115,1028134561,인천광역시 남동구 미래로 14,www.samho.co.kr,,0325183535,0325184343,411,19561017,12
주솔본,SOLBORN Inc,솔본,035610,홍 기 태,K,1101111064429,2118607024,서울특별시 강남구 학동로95길 51 청담동청담스포피아,www.solborn.co.kr,,025802999,025197149,715,19940805,12
주텔레칩스,TelechipsInc,텔레칩스,054450,이장규,K,1101111799513,1208194951,서울특별시 송파구 올림픽로35다길 42 루터회관 BD 1923층,www.telechips.com,,0234436792,0234436739,2611,19991029,12
주케이티앤지,KTG Corporation,케이티앤지,033780,Baek BokIn,Y,1601110067804,3068130866,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,www.ktng.com,,0429395000,0234044670,12000,19870401,12
주이지시스템,Easy System Inc,이지시스템,,이승호,E,1101111021304,2208103309,서울특별시 금천구 가산디지털1로 168 우림라이온스밸리 C1312호,www.easy.co.kr,,0234844800,0220263999,58221,19940322,12
일정실업주,ILJEONG INDUSTRIAL COLTD,일정실업,008500,고일영,Y,1101110141369,1028119333,경기도 안산시 단원구 산성로 21 초지동,www.iljeong.co.kr,,03149300315,031 4919026,133,19730226,12
주에스엠컬처앤콘텐츠,SM Culture  Contents Co Ltd,SM CC,048550,김영민 김동준,K,1101110275134,2198111153,서울특별시 강남구 삼성로 648한섬빌딩,www.smcultureandcontents.com,,0237880000,0264425600,591,19800513,12
주한솔홈데코,Hansol HomeDeco coltd,한솔홈데코,025750,이천현,Y,1101110825624,1028137194,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩,www.hansolhomedeco.co.kr,,0232843881,0638307197,161,19911227,12
주다함이텍,DAHAAM eTEC CO LTD,다함이텍,009280,안응수단독대표이사,E,1101110153033,1198104575,서울특별시 금천구 가산디지털1로 52,www.da-haam.com,,028659792,8627226,26,19730929,12
주신텍,SEEN TEC Co Ltd,신텍,099660,김명순 김유상각자대표,E,1942110046004,6098146175,경상남도 창원시 성산구 중앙대로 64 1501상남동 신텍타워,www.seentec.com,,0552107000,0552107010,25130,20010216,12
주버킷스튜디오,BUCKET STUDIO CoLtd,버킷스튜디오,066410,김재욱 단독대표,K,1101111646889,1208186617,서울특별시 강남구 언주로135길 21 ,www.towin-global.com,,0234525079,0234305095,59111,19990205,12
나이스정보통신주,NICE INFORMATION  TELECOMMUNICATION INC,나이스정보통신,036800,김용국,K,1101110574453,2208115770,서울특별시 영등포구 은행로 17 NICE 그룹1사옥,www.nicevan.co.kr,,02 21872700,05050270273,61299,19880512,12
한국석유공업주,KOREA PETROLEUM INDUSTRIES COMPANY,한국석유공업,004090,강승모 김병집각자대표이사,Y,1101110048490,1068103639,서울특별시 용산구 이촌로 166,www.koreapetroleum.com,,027993114,027937833,23999,19641211,12
주칩스앤미디어,ChipsMedia Inc,칩스앤미디어,094360,김상현,K,1101112732413,2148730098,서울특별시 강남구 삼성로85길 26 1113층,www.chipsnmedia.com,,025683767,,58221,20030306,12
주핸디소프트,HANDYSOFT Inc,핸디소프트,220180,최호규,K,1311110243912,1298639907,경기도 성남시 분당구 대왕판교로644번길 49 5층삼평동 다산타워,www.handysoft.co.kr,,07044839000,0317767681,58222,20091119,12
주에스엠엔터테인먼트,SM ENTERTAINMENT CO Ltd,에스엠,041510,한세민 남소영 공동대표이사,K,1101111128340,1148163109,서울특별시 강남구 압구정로 423 캠브리지연립주택 주에스엠엔터테인먼트,www.smtown.com,,0262409817,0262409590,59201,19950214,12
주디엔에이링크,DNA LINK INC,디엔에이링크,127120,이종은,K,1101111907760,1048151912,서울특별시 서대문구 이화여대길 52 이화여자대학교 산학협력관2층 디엔에이링크,www.dnalink.com,,0231531500,023644778,70111,20000315,12
주한독,HANDOK Inc,한독,002390,김영진 조정열,Y,1101110037005,2208100530,서울특별시 강남구 테헤란로 132,www.handok.co.kr,,025275114,025275007,21210,19540427,12
주 스맥,SMEC COLTD,스맥,099440,최영섭,K,1601110052665,3148114800,경상남도 김해시 주촌면 골든루트로 15710,www.esmec.com,,0553404800,0428640895,29221,19960305,12
주황금에스티,Hwang Kum Steel  Technology Co Ltd,황금에스티,032560,김종현,Y,1101110504195,1078118697,경기도 안산시 단원구 엠티브이1로 25 주황금에스티,www.hwangkum.com,,0313638000,0314888433,24290,19860825,12
주원풍,WonpoongCorporation,원풍,008370,윤 기 로,K,1101110138382,1098104258,서울특별시 강서구 공항대로 343 원풍빌딩 9층,www.wonpoong.co.kr,,0236655321,0236655744,22212,19730106,12
주알에프텍,RFTECH CO LTD,알에프텍,061040,이진형,K,1350110045639,1358119560,경기도 용인시 처인구 원삼면 죽양대로1763번길 60 알에프텍,www.rftech.co.kr,,0313221114,0313222366,2642,19950222,12
에이치엘비생명과학주,HLB Life Science COLTD,에이치엘비생명과학,067630,김하용,K,1101111568885,1168169278,경기도 성남시 분당구 판교로228번길 15 3동 502호삼평동 판교세븐벤처밸리 1단지,www.hlb-ls.com,,0226276700,0226276702,72129,19980724,12
CJ주,CJ Corp,CJ,001040,손경식 박근희 김홍기,Y,1101110015639,1048126714,서울특별시 중구 소월로2길 12 남대문로5가 CJ THE CENTER,www.cj.net,,027268114,027268112,64992,19530801,12
주신진에스엠,SINJIN SM COLTD,신진에스엠,138070,김홍기 김은식각자대표,K,1348110061937,1248186623,전라북도 장수군 장계면 장무로 35273 주신진에스엠장수공장,www.sinjin-sm.co.kr,,0313697400,0313693051,259,20010718,12
주미코바이오메드,MiCo BioMed Co Ltd,미코바이오메드,214610,김성우,N,1501110123252,3178112475,경기도 성남시 수정구 창업로 54 가동 3층 4층시흥동 LH기업성장센터,www.nanobiosys.co.kr,,0220253019,0220253023,27199,20090306,12
주와이지플러스,YG PLUS INC,YG PLUS,037270,양민석,Y,1101111342289,1208167338,서울특별시 강남구 도산대로15길 12 ,www.ygplus.com,,0231404600,0231404695,334,19961115,12
메디포스트주,MEDIPOSTCOLTD,메디포스트,078160,양윤선,K,1101112007709,2118661218,경기도 성남시 분당구 대왕판교로 644번길21 ,www.medi-post.co.kr,,0234656677,0234656688,21102,20000626,12
주식회사샘코,SACHEON AEROSPACE MANUFACTURING IND CO LTD,샘코,263540,이창우,K,1954110007985,6138127217,경상남도 사천시 사남면 해안산업로 381,www.samcokorea.com,,0558507700,0558550076,31322,20020108,12
롯데푸드주,LOTTE FOOD COLTD,롯데푸드,002270,조경수,Y,1101110033722,1078111210,서울특별시 영등포구 양평로19길 19 ,www.lottefoods.co.kr,,0234693114,0226290291,10502,19580110,12
주식회사 키위미디어그룹,Kiwi Media Group CoLtd,키위미디어그룹,012170,정철웅,Y,1101110253908,1058104294,서울특별시 강남구 언주로 729 8층논현동 마스터스빌딩,www.kiwimediagroup.com,,027694799,027694777,46711,19770421,12
우리손에프앤지 농업회사법인주,Woorison FG CO LTD,우리손에프앤지,073560,조창현편명식각자대표,K,2112110005321,4048112594,전라남도 나주시 반남면 장송길 73,www.woorisonfng.co.kr,,0415631055,03180144259,101,20010222,12
주파인이엠텍,FINE EM TECH COLTD,파인이엠텍,278990,홍성천,N,1341110364153,1238639097,경기도 안양시 만안구 덕천로 38 3층,cafeel.co.kr,,0314472335,0314472336,339,20130704,12
주코렌,KOLEN CO LTD,코렌,078650,지을렬,K,1311110043776,1298130916,경기도 성남시 중원구 사기막골로 90 상대원동 1층 주코렌,www.kolen.com,,0317406800,0317410050,27301,19991103,12
주식회사 포앤티,FOT INC,포앤티,,강치구,E,1341110030082,1238121928,경기도 군포시 흥안대로18번길 35 금정동,www.fo-t.com,,0314582131,0314577562,26410,19891215,12
주넥스트비티,NEXT BT Co LTD,넥스트BT,065170,박 영 철,K,1545110007397,3038113820,충청북도 음성군 삼성면 대양로 19312,www.nextbt.co.kr,,0234014490,024005796,463,19950217,12
대우조선해양주,Daewoo Shipbuilding  Marine Engineering Co Ltd,대우조선해양,042660,이성근,Y,1101112095837,1048157667,경상남도 거제시 거제대로 3370 아주동,www.dsme.co.kr,,0557352114,0221290084,3111,20001023,12
주유니크,UNICK CORPORATION,유니크,011320,안정구,K,1801110024496,6038103047,경상남도 김해시 진영읍 서부로179번길 90 주유니크,www.unick.co.kr,,0553402000,051 292 2335,303,19760421,12
포스코강판주,POSCO COATED  COLOR STEEL CoLtd,포스코강판,058430,하대용,Y,1746110006492,5068105517,경상북도 포항시 남구 철강로 173 포스코강판주식회사,www.poscocnc.com,,0542806114,0542806199,2419,19880215,12
주엔에스엔,NSN Co Ltd,엔에스엔,031860,김준기,K,1101110260218,1198101879,서울특별시 강남구 삼성로100길 242 601호삼성동 오트리스빌딩2,www.a-motion.co.kr,,0221065417,0221065490,46800,19790912,12
주나노신소재,Advanced Nano Products Co Ltd,나노신소재,121600,박장우,K,1601110094162,3058136339,세종특별자치시 부강면 금호안골길 78 부용지방산업단지내,anapro.com,,0442756966,0442756960,2049,20000315,12
주대진디엠피,DAEJIN DMP Co Ltd,대진디엠피,065690,박창식,K,1201110041327,1228116892,충청남도 천안시 성거읍 천흥리3164,www.xleds.co.kr,,0234435360,0415225370,22199,19870623,12
주동국에스엔씨,DONGKUK STRUCTURES  CONSTRUCTION COMPANY LIMITED,동국SC,100130,양승주,K,1101112276784,1048163193,경상북도 포항시 남구 대송로 62장흥동,www.dongkuksnc.co.kr,,0542710542,0547222740,2511,20010702,12
더이앤엠주,THE EM Co Ltd,THE EM,089230,양성휘 김대권,K,1801110414837,6038150424,서울특별시 서초구 서초대로 398 플래티넘 타워 6층,www.theenm.com,,0220888222,0220888202,639,20020708,12
예스이십사주,YES24CoLtd,예스24,053280,김석환,K,1101111673288,2298137000,서울특별시 영등포구 은행로 11,www.yes24.com,,0232159100,7845324,4791,19990401,12
주식회사 펄어비스,PearlAbyss Corp,펄어비스,263750,정경인,K,1341110195582,1388162479,경기도 안양시 동안구 시민대로327번길 24관양동아리온테크놀로지 25층,www.pearlabyss.com/,,0314768583,0314768584,58211,20100910,12
주우리기술,Woori Technology Incorporation,우리기술,032820,노갑선,K,1101111118656,1128138619,서울특별시 마포구 월드컵북로56길 9 4층상암동 우리기술빌딩,www.wooritg.com,,02 21025100,0221025111,28123,19950112,12
동일금속주,DONGIL METAL CO LTD,동일금속,109860,오길봉,K,1701110020397,5058124020,경상북도 영천시 금호읍 덕성리 327,www.dongilmetal.co.kr,,0543335501,0543341596,24312,19841220,12
주화인베스틸,FINEBESTEEL CO LTD,화인베스틸,133820,장인화,Y,1951110010951,6088168647,경상남도 창녕군 창녕읍 창밀로 25933,www.finebesteel.com,,0552592000,0552592020,24121,20070918,12
보해양조주,BOHAE BREWERY COLTD,보해양조,000890,임지선단독 대표이사,Y,2011110000036,4118100209,전라남도 목포시 호남로68번길 36 보해양조주,www.bohae.co.kr,,0612433141,0612427001,11122,19521111,12
주식회사 두원석재,Doowon stone CoLtd,두원석재,270020,강두원,N,1412110061047,2248154625,강원도 원주시 귀래면 귀래리 317 주식회사 두원석재,www.21stone.co.kr,,0337618361,0337618363,07121,20120608,12
국일신동주,KUKIL METAL CO LTD,국일신동,060480,김연경손인국 각자대표,K,1201110082793,1398102120,경기도 안산시 단원구 번영2로 58,www.kukilmetal.com,,0314999192,0314319195,24221,19930226,12
주주연테크,JOOYONTECH COLTD,주연테크,044380,김희라,Y,1101110574164,1168123200,서울특별시 마포구 양화로 134 서교동 5층,www.jooyon.co.kr,,0221221000,0269398362,26310,19880510,12
코스모신소재주,COSMO ADVANCED MATERIALS  TECHNOLOGY CO LTD,코스모신소재,005070,홍동환,Y,1201110018251,1378101917,충청북도 충주시 충주호수로 36 목행동 코스모신소재 주식회사,www.cosmoamt.com,,0438501114,0438533366,204,19730628,12
주케이씨씨건설,KCC ENGINEERING  CONSTRUCTION CO LTD,KCC건설,021320,정몽열윤희영,K,1101110607618,2148169965,서울특별시 서초구 강남대로 587 KCC 건설,www.kccworld.net,,025135500,025135796,41112,19890127,12
주코센,KOSSEN CoLtd,코센,009730,정행석 조현권,K,1101110162191,2068134034,전라북도 부안군 행안면 부안농공단지길 29,www.kossen.co.kr,,025985133,025985362,2413,19740325,12
대한제분주,DAEHAN FLOUR MILL COLTD,대한제분,001130,이건영 박현용,Y,1101110003733,1048104345,서울특별시 중구 세종대로 39,www.dhflour.co.kr,,0234550200,027559975,10612,19521225,12
현대엔지니어링주,HYUNDAI ENGINEERING CO LTD,현대엔지니어링,,김창학,E,1101112153015,1018166755,서울특별시 종로구 율곡로 75 현대엔지니어링,www.hec.co.kr,,0221341114,0220386442,72121,20010117,12
주파라다이스,Paradise Company Limited,파라다이스,034230,박병룡,K,1101110129274,2038143553,서울특별시 중구 동호로 268 파라다이스빌딩,www.paradise.co.kr,http://www.paradisegroup.co.kr/kor/invest/corporate.asp,0222770190,0222712129,91249,19720427,12
