crp_nm,crp_nm_e,crp_nm_i,stock_cd,ceo_nm,crp_cls,crp_no,bsn_no,adr,hm_url,ir_url,phn_no,fax_no,ind_cd,est_dt,acc_mt
콜마비앤에이치주,KolmarBNH Co Ltd,콜마비앤에이치,200130,정화영,K,1101115399517,1048654817,대전광역시 유성구 테크노3로 22 ,,www.kolmarbnh.co.kr,0237743822,0448604260,211,20140422,12
주지어소프트,GAEASOFT,지어소프트,051160,오형돈박승준공동대표이사,K,1101111574874,2118645334,서울특별시 서초구 서초중앙로8길 117 서초동지어소프트빌딩,gaeasoft.co.kr,,0221555100,0221555200,58221,19980813,12
주월덱스,WORLDEXINDUSTRYTRADINGCOLTD,월덱스,101160,배종식,K,1760110020723,5138117137,경상북도 구미시 4공단로7길 5377,www.worldexint.com,,0544569980,0544569983,262,20000117,12
주이엠텍,EMTechCOLTD,이엠텍,091120,정승규,K,1801110348945,6218142053,경상남도 창원시 성산구 창원대로1144번길 40 주이엠텍,www.em-tech.co.kr,,0557106000,0557106100,262,20010118,12
재영솔루텍주,JAEYOUNG SOLUTEC COLTD,재영솔루텍,049630,김학권김승재각자 대표이사,K,1201110060450,1398101306,인천광역시 연수구 갯벌로 118,www.jysolutec.com,,0328200522,0328510802,273,19841220,12
주대성파인텍,Daesung Fine Tech Co Ltd,대성파인텍,104040,김병준,K,1901110037223,6088136825,경상남도 창원시 성산구 성산패총로24번길 16 주대성파인텍,www.dsfinetec.com,,0552894883,0552894890,303,20000104,12
와토스코리아주,WATOSCOREACOLTD,와토스코리아,079000,송공석,K,1201110153916,1368123922,전라남도 장성군 동화면 전자농공단지1길 31,www.watos.com,,0613923685,0613923685,22222,19970613,12
주아이컴포넌트,iComponents Co Ltd,아이컴포넌트,059100,김양국,K,1301110060490,1248172828,경기도 평택시 팽성읍 추팔산단1길 23,www.i-components.co.kr,,0317194316,0316535993,26211,20000512,12
주비엠티,BMTCoLtd,비엠티,086670,윤종찬,K,1801110331502,6068128130,경상남도 양산시 산막공단남11길 35 주BMT,superlok.com,,0557831000,0557831030,29133,20000726,12
피앤씨테크주,PNC Technologies CoLtd,피앤씨테크,237750,조광식,K,1341110064711,1388119079,경기도 안양시 동안구 전파로104번길 62,www.pnctech.co.kr,,0314525791,0222408109,28123,19990304,12
써니전자주,SUNNY ELECTRONICS COLTD,써니전자,004770,차상권,Y,1101110070881,1138106968,충청북도 충주시 목행산단2로 59,www.sunny.co.kr,,0438531760,0438535805,2612,19660915,12
주예스티,YEST CoLtd,예스티,122640,장동복,K,1348110048183,1248170534,경기도 평택시 진위면 삼남로 654,www.yest.co.kr,,0316123337,0316123399,29271,20000306,12
주서원인텍,SEOWONINTECHCOLTD,서원인텍,093920,김재윤,K,1351110045041,1238144144,경기도 군포시 공단로140번길 3215 ,seowonintech.co.kr,,0314289500,0314289598,2642,19830815,12
하이록코리아주,HYLOK CORPORATION,하이록코리아,013030,문휴건 문창환 각자대표이사,K,1801110029321,6038106103,부산광역시 강서구 녹산산단27로 97,www.hy-lok.com,,051 9700801,0518317921,241,19780318,12
피케이밸브주,PK VALVE COLTD,피케이밸브,,박헌근,E,1942110000076,6098101498,경상남도 창원시 성산구 공단로 80,www.pkvalveco.kr,,0552683723,0552860281,29120,19460627,12
일진머티리얼즈주,ILJIN MATERIALS,일진머티리얼즈,020150,허재명주재환,Y,2149110003625,4038103729,전라북도 익산시 석암로3길 6325,www.iljinm.co.kr,,027079060,0638353620,2629,19870811,12
제이비우리캐피탈주식회사,JB Woori Capital Co Ltd,제이비우리캐피탈,,임정태,E,1701110092784,5018118905,전라북도 전주시 덕진구 백제대로 566 18층금암동,www.wooricap.com,,0221892338,0260969070,64913,19951207,12
주식회사 우진엔지니어링,WOOJIN ENG COLTD,우진엔지니어링,,박관래,E,2801110084457,1278607559,경기도 화성시 향남읍 장안로 78129 상신리,,,0318616061,0318646063,24212,20071130,12
메르세데스 벤츠 파이낸셜서비스코리아 주식회사,Mercedes Benz Financial Services Korea Limited,메르세데스벤츠파이낸셜서비스코리아,,힐케 얀센,E,1101112614786,2208647637,서울특별시 중구 한강대로 416 10층 남대문로 5가 서울스퀘어빌딩,www.mercedes-benz-financial.co.kr,,0264562455,0264562273,64913,20020923,12
디에스씨인베스트먼트주,DSC Investment Inc,DSC인베스트먼트,241520,윤건수,K,1101114778267,2208831804,서울특별시 성동구 뚝섬로1길 10 성수동1가 3층,www.dscinvestment.com,,0234533190,0234533189,64209,20120118,12
주디에이치피코리아,DHP KOREACO Ltd,디에이치피코리아,131030,여대훈,K,1101114399906,1078738943,충청북도 청원군 오송읍 오송생명6로 50 지번주소  충청북도 청원군 오송읍 만수리 491,www.dhpkorea.co.kr,www.dhpkorea.co.kr,0220270078,0220270079,21210,20100727,12
주제놀루션,GENOLUTION INC,제놀루션,225220,김기옥,N,1101113403972,2158682253,서울특별시 송파구 법원로11길 11A동 506호문정동 문정현대지식산업센터,www.genolution1.com,,0230108670,0230108671,212,20060220,12
바이오코아주,BIOCORE CO LTD,바이오코아,216400,황승용,N,1101112250077,1068199931,서울특별시 금천구 디지털로9길 33,www.bio-core.com,,0220276200,0220276201,70113,20010530,12
케이아이티주,KIT COLTD,케이아이티,,하준호,E,1746110012192,5068110121,경상북도 포항시 북구 중흥로125번길 18 2층,www.kit.co.kr,www.kit.co.kr,024764231,024764236,58221,19910516,12
주이퓨쳐,efutureCoLtd,이퓨쳐,134060,황경호,K,1101111860083,2148647520,서울특별시 송파구 백제고분로 91 4층,-,,0234000509,025917626,58111,20000121,12
현대사료주,HYUNDAI FEED Inc,현대사료,016790,문철명,K,1615110001572,3128102894,충청남도 천안시 동남구 용수골길 23 현대사료주,www.hdfeed.co.kr,,0415638200,0415613535,1080,19830305,12
삼일제약주,SAMIL PHARMACEUTICAL COLTD,삼일제약,000520,허강 허승범각자대표,Y,1101110016679,1148116848,서울특별시 서초구 효령로 155 방배동 삼일제약 사옥,www.samil-pharm.com,,025200300,5880988,21210,19471007,12
동국실업주,DONGKOOK IND COLTD,동국실업,001620,김진산,Y,1101110028939,1068112972,서울특별시 용산구 한강대로 350,www.dongkook-ind.co.kr,,027542961,027542960,303,19551229,12
대성에너지주,DAESUNG ENERGY COLTD,대성에너지,117580,대표이사 김영훈 대표이사 우중본,Y,1701110387416,5048183652,대구광역시 중구 명덕로 85 남산동,www.taegugas.co.kr,,0536061000,0536061004,35200,20091001,12
주빅토리콘텐츠,Victory Contents CoLtd,빅텐츠,210120,조윤정,N,1101112753873,1018193460,서울특별시 강남구 도산대로 3178층신사동호림아트센터1빌딩,www.victents.com,,027862245,027862245,59114,20030404,12
주제노텍,GENOTECH CORP,제노텍,066830,김재종,N,1601110064157,3148119334,대전광역시 유성구 가정북로 2669,www.genotech.co.kr,,0428628404,0428628406,204,19970708,12
주오파스넷,OPASNET co Ltd,오파스넷,173130,장수현,K,1101113104661,2048188475,서울특별시 강남구 테헤란로 512  10층대치동 신안빌딩,www.opasnet.co.kr/,,025686727,025536513,62021,20041025,12
현대통신주,HYUNDAI TELECOMMUNICATION COLTD,현대통신,039010,이건구,K,1101111539597,2208151999,서울특별시 영등포구 여의대방로 107 신길동현대통신빌딩,www.hyundaitel.com,,02 22409211,02 22409100,26410,19980425,12
코레이트자산운용 주식회사,KOREITASSET Management Company Limited,코레이트자산운용,,이현수,E,1101110549068,1168122384,서울특별시 영등포구 국제금융로 10 여의도동 서울국제금융센터 TWO IFC 14층,http;//www.koreitasset.com,,0237746114,023776119,66192,19871104,12
화천기공주,HWACHEON MACHINE TOOL COLTD,화천기공,000850,각자대표이사 권영두 권영렬,Y,2001110001704,4108100996,광주광역시 광산구 하남산단4번로 12317 장덕동 화천기공주,www.hwacheon.com,,0629515111,0629510086,29223,19771011,12
주에스케이씨에스,SKCS COLTD,에스케이씨에스,224020,조경진,N,1348110097792,1248623787,경기도 광주시 초월읍 산수로554번길 47,skcs.co.kr,,0317617703,0317619027,22291,20040806,12
주인터코스,Interkos CoLtd,인터코스,240340,김주덕,N,1201110729155,1318665790,인천광역시 남동구 남동서로362번길 62,www.interkos.co.kr,,0328158081,0328158084,20423,20141010,12
메르세데스 벤츠 파이낸셜서비스코리아 주식회사,Mercedes Benz Financial Services Korea Limited,메르세데스벤츠파이낸셜서비스코리아,,힐케 얀센,E,1101112614786,2208647637,서울특별시 중구 한강대로 416 10층 남대문로 5가 서울스퀘어빌딩,www.mercedes-benz-financial.co.kr,,0264562455,0264562273,64913,20020923,12
주오리엔탈정공,ORIENTAL PRECISION  ENGINEERING COLTD,오리엔탈정공,014940,박세철,K,1801110038447,6038105967,부산광역시 강서구 녹산산단289로 6 오리엔탈정공,www.opco.co.kr,,0512020101,0518322062,31114,19800719,12
주삼화네트웍스,SAMHWA NETWORKS CoLtd,삼화네트웍스,046390,공동대표이사 안제현 신상윤,K,1101110809595,1148155119,서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층,www.shnetworks.co.kr,,0234541500,025688726,59120,19911012,12
지니언스주,GENIANS INC,지니언스,263860,이동범,K,1311110131159,1298180148,경기도 안양시 동안구 벌말로 66 12층 AF관양동평촌역 하이필드,www.genians.co.kr,,0314223823,0314223825,58221,20050106,12
제이엠티주,JMT COLtd,제이엠티,094970,정수연 정도연각자대표,K,1101111551749,2298132359,경기도 평택시 산단로 6319 모곡동,,,07075004320,0313769465,2629,19980601,12
주프럼파스트,PLUMB FAST CO LTD,프럼파스트,035200,원재희,K,1601110031099,3058115765,대전광역시 중구 동서대로 1187,www.plumbfast.co.kr,,0448659681,0418659188,22211,19920624,12
주제노레이,GENORAY Co LTD,제노레이,122310,박병욱,K,1101112215261,2158606482,경기도 성남시 중원구 둔촌대로 560 512호상대원동 벽산테크노피아,www.genoray.com,,0317404117,0317378016,27111,20010412,12
관악산업주,GWANAK CONSTRUCTION AND EQUIPMENT SERVICE CO LTD,관악산업,076340,이규형 이규항각자대표,N,1101111569817,1128150189,서울특별시 송파구 올림픽로 29319 신천동 현대타워빌딩 2층,www.gwan-ak.co.kr,,0222407900,0222407990,421,19980727,12
주알엔투테크놀로지,RN2 Technologies Co Ltd,알엔투테크놀로지,148250,이효종,K,1156110036979,1288169024,경기도 화성시 동탄면 동탄산단9길 11,www.rn2.co.kr,,0313765400,0313769151,262,20020326,12
주코텍,KORTEK CORPORATION,코텍,052330,김영달,K,1101110522494,1308144628,인천광역시 연수구 벤처로24번길 26,www.kortek.co.kr,,0328603000,0328626839,26519,19870306,12
쌍용정보통신주,SsangYong Information  Communication Corp,쌍용정보통신,010280,김경상,K,1101110307870,2028132975,서울특별시 중구 수표로 34 씨티센터타워 5층,www.sicc.co.kr,,0222628114,0222772385,62021,19811208,12
농업회사법인 의령군 토요애 유통주,uiryoung toyoae Dis CoLtd,농업회사법인의령군토요애유통,,이교헌,E,1945110007282,6088175717,경상남도 의령군 의령읍 의합대로 28 정암리 의령군농산물종합유통센터,,,0555741150,0555741154,46,20090323,12
풍국주정공업주,PungkukAlcholnd,풍국주정,023900,이한용 김규호각자 대표이사,K,1701110000745,5148120391,대구광역시 달서구 성서로 72,www.pungguk.com,,053 583 2071,053 582 1631,11121,19540227,12
주한솔씨앤피,Hansol CNP Co Ltd,한솔씨앤피,221610,김화주,K,1244110043349,1378130353,경기도 안산시 단원구 강촌로 203,www.hansolcnp.com,,0313647400,0314958130,20411,20000710,12
주아이엠,IMCoLTD,아이엠,101390,손을재,K,1358110122283,1248640961,경기도 화성시 삼성1로3길 19,,,0312313114,0312313111,262,20060111,12
에이자기관리부동산투자회사주,A SELFADMINISTERED REAL ESTATE INVESTMENT TRUST INC,에이리츠,140910,김종국 단독 대표이사,Y,1101114464501,1058750280,서울특별시 강남구 언주로 711 9층논현동 건설공제조합,www.areit.co.kr,,0220775800,0220775877,68121,20101104,12
주카이노스메드,KAINOS MEDICINE INC,카이노스메드,220250,이기섭 유성은각자 대표이사,N,1101113698656,2208750731,경기도 성남시 분당구 대왕판교로712번길 16한국파스퇴르연구소 4층,www.kainosmedicine.com,,025677419,025521470,70113,20070615,12
에이치엔에스하이텍주,HSHighTech Corp,에이치엔에스하이텍,044990,김정희,N,1101111219561,1208165247,대전광역시 유성구 테크노1로 627관평동,www.hnshightech.com,,0428661300,0317037624,262,19951206,12
주클루넷,CLUNET COLTD,클루넷,067130,박 은 탁,E,1101112523010,2148711897,서울특별시 구로구 디지털로26길 5 구로동 에이스하이엔드타워1차 1201호,www.clunet.co.kr,www.clunet.co.kr,07088890767,0260209722,62090,20020514,12
송원산업주,SONGWON INDUSTRIAL COLTD,송원산업,004430,김충식 마우리지오 부티Maurizio Butti 각자대표이사,Y,1801110000636,6108107100,울산광역시 남구 장생포로 83,www.songwon.com,,0522739841,0522723528,20499,19651215,12
하나금융9호기업인수목적 주식회사,Hana Financial ninth Special Purpose Acquisition Company,하나금융9호스팩,261200,윤상우,K,1101116246759,1348738310,서울특별시 영등포구 의사당대로 82,,,0237713339,0237713619,66199,20161201,12
주빅토리콘텐츠,Victory Contents CoLtd,빅텐츠,210120,조윤정,N,1101112753873,1018193460,서울특별시 강남구 도산대로 3178층신사동호림아트센터1빌딩,www.victents.com,,027862245,027862245,59114,20030404,12
주제주반도체,Jeju Semiconductor Corp,제주반도체,080220,박성식 조형섭각자 대표,K,1311110047918,1298133683,제주특별자치도 제주시 청사로 1길 184,www.jeju-semi.com,,0647401700,0647401750,2611,20000404,12
