crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
N,포레스팅블록체인,227420,[첨부정정]사업보고서 (2018.12),20190402001367,포레스팅블록체인,20190402,연
K,에코캡,128540,[기재정정]사업보고서 (2018.12),20190402001027,에코캡,20190402,연
Y,아시아나IDT,267850,[기재정정]사업보고서 (2018.12),20190402000723,아시아나IDT,20190402,연
E,극동전선,00105165,사업보고서 (2018.12),20190402000678,극동전선,20190402,
E,한국컴퓨터지주,00159874,[기재정정]사업보고서 (2018.12),20190402000662,한국컴퓨터지주,20190402,
E,옥천당,01222016,사업보고서 (2018.12),20190402000581,옥천당,20190402,
K,판타지오,032800,[첨부정정]사업보고서 (2018.12),20190402000541,판타지오,20190402,연
K,셀리드,299660,[기재정정]사업보고서 (2018.12),20190402000334,셀리드,20190402,
K,톱텍,108230,[기재정정]사업보고서 (2018.12),20190402000301,톱텍,20190402,연
E,넥상스코리아,00110547,사업보고서 (2018.12),20190402000287,넥상스코리아,20190402,연
Y,에어부산,298690,[기재정정]사업보고서 (2018.12),20190402000257,에어부산,20190402,
E,코리아2000,00271440,사업보고서 (2018.12),20190402000225,코리아2000,20190402,정
K,우진비앤지,018620,[기재정정]사업보고서 (2018.12),20190402000183,우진비앤지,20190402,연
K,지엔코,065060,[기재정정]사업보고서 (2018.12),20190402000134,지엔코,20190402,연
K,에이치시티,072990,[기재정정]사업보고서 (2018.12),20190402000127,에이치시티,20190402,연
K,본느,226340,[기재정정]사업보고서 (2018.12),20190402000114,본느,20190402,연
K,디케이앤디,263020,[기재정정]사업보고서 (2018.12),20190402000089,디케이앤디,20190402,연
K,대보마그네틱,290670,[기재정정]사업보고서 (2018.12),20190402000073,대보마그네틱,20190402,
E,선운,00419873,사업보고서 (2018.12),20190402000036,선운,20190402,
Y,현대오토에버,307950,[기재정정]사업보고서 (2018.12),20190402000001,현대오토에버,20190402,연
N,영현무역,242850,사업보고서 (2018.12),20190401005249,영현무역,20190401,
E,레온,01218086,[기재정정]사업보고서 (2018.12),20190401005247,레온,20190401,
E,다함이텍,00130046,[첨부정정]사업보고서 (2018.12),20190401005246,다함이텍,20190401,
K,에치에프알,230240,사업보고서 (2018.12),20190401005242,에치에프알,20190401,정연
E,넥스지,00584362,사업보고서 (2018.12),20190401005238,넥스지,20190401,
E,에이플러스에셋어드바이저,00684802,사업보고서 (2018.12),20190401005233,에이플러스에셋어드바이저,20190401,
E,싸이더스,00366119,[기재정정]사업보고서 (2018.12),20190401005230,싸이더스,20190401,
K,시너지이노베이션,048870,사업보고서 (2018.12),20190401005228,시너지이노베이션,20190401,연
Y,현대미포조선,010620,사업보고서 (2018.12),20190401005226,현대미포조선,20190401,연
K,이엘피,063760,[기재정정]사업보고서 (2018.12),20190401005223,이엘피,20190401,연
K,제넨바이오,072520,[첨부정정]사업보고서 (2018.12),20190401005220,제넨바이오,20190401,연
E,전북은행,00147295,사업보고서 (2018.12),20190401005217,전북은행,20190401,연
K,피씨엘,241820,사업보고서 (2018.12),20190401005216,피씨엘,20190401,
K,화진,134780,사업보고서 (2018.12),20190401005214,화진,20190401,연
Y,넥센타이어,002350,사업보고서 (2018.12),20190401005208,넥센타이어,20190401,연
K,제넨바이오,072520,사업보고서 (2018.12),20190401005206,제넨바이오,20190401,정연
K,인포마크,175140,사업보고서 (2018.12),20190401005204,인포마크,20190401,연
E,엔진텍,00641001,사업보고서 (2018.12),20190401005202,엔진텍,20190401,연
K,다우데이타,032190,[기재정정]사업보고서 (2018.12),20190401005196,다우데이타,20190401,연
E,삼우씨엠건축사사무소,00127459,[기재정정]사업보고서 (2018.12),20190401005192,삼우씨엠건축사사무소,20190401,정
K,인베니아,079950,[기재정정]사업보고서 (2018.12),20190401005191,인베니아,20190401,연
K,디케이앤디,263020,사업보고서 (2018.12),20190401005200,디케이앤디,20190401,정연
N,티케이씨,191600,사업보고서 (2018.12),20190401005186,티케이씨,20190401,
E,호텔롯데,00165653,사업보고서 (2018.12),20190401005185,호텔롯데,20190401,연
K,한국정보인증,053300,[기재정정]사업보고서 (2018.12),20190401005184,한국정보인증,20190401,연
N,포레스팅블록체인,227420,사업보고서 (2018.12),20190401005183,포레스팅블록체인,20190401,정연
Y,세아베스틸,001430,[기재정정]사업보고서 (2018.12),20190401005181,세아베스틸,20190401,연
K,펩트론,087010,사업보고서 (2018.12),20190401005179,펩트론,20190401,
N,틸론,217880,사업보고서 (2018.12),20190401005172,틸론,20190401,
K,썬텍,122800,사업보고서 (2018.12),20190401005167,썬텍,20190401,연
K,퓨전데이타,195440,사업보고서 (2018.12),20190401005165,퓨전데이타,20190401,
K,이지웰페어,090850,사업보고서 (2018.12),20190401005164,이지웰페어,20190401,
Y,삼성증권,016360,사업보고서 (2018.12),20190401005163,삼성증권,20190401,연
N,케미메디,205290,[첨부추가]사업보고서 (2018.12),20190401005162,케미메디,20190401,
E,파로스젠,01304648,사업보고서 (2018.12),20190401005160,파로스젠,20190401,
Y,다우기술,023590,[기재정정]사업보고서 (2018.12),20190401005158,다우기술,20190401,연
E,매일방송,00199030,사업보고서 (2018.12),20190401005156,매일방송,20190401,
K,보령메디앙스,014100,사업보고서 (2018.12),20190401005155,보령메디앙스,20190401,연
K,아모그린텍,125210,사업보고서 (2018.12),20190401005154,아모그린텍,20190401,
E,싸이더스,00366119,사업보고서 (2018.12),20190401005149,싸이더스,20190401,정
Y,계룡건설산업,013580,[기재정정]사업보고서 (2018.12),20190401005146,계룡건설산업,20190401,연
K,액트로,290740,[기재정정]사업보고서 (2018.12),20190401005144,액트로,20190401,연
K,한솔시큐어,070300,사업보고서 (2018.12),20190401005143,한솔시큐어,20190401,
Y,하이골드3호,153360,사업보고서 (2018.12),20190401005138,하이골드3호,20190401,연
E,동아,00116806,사업보고서 (2018.12),20190401005137,동아,20190401,
K,엘엠에스,073110,사업보고서 (2018.12),20190401005136,엘엠에스,20190401,연
K,와이디온라인,052770,사업보고서 (2018.12),20190401005134,와이디온라인,20190401,연
E,옐로디지털마케팅,01081914,사업보고서 (2018.12),20190401005126,옐로디지털마케팅,20190401,연
Y,하이골드8호,159650,사업보고서 (2018.12),20190401005125,하이골드8호,20190401,연
Y,아이마켓코리아,122900,사업보고서 (2018.12),20190401005121,아이마켓코리아,20190401,연
E,우방,00759902,사업보고서 (2018.12),20190401005118,우방,20190401,연
E,한국컴퓨터지주,00159874,사업보고서 (2018.12),20190401005119,한국컴퓨터지주,20190401,정
Y,계룡건설산업,013580,사업보고서 (2018.12),20190401005115,계룡건설산업,20190401,정연
