crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,녹십자셀,031390,사업보고서 (2018.12),20190401004923,녹십자셀,20190401,연
Y,이수화학,005950,사업보고서 (2018.12),20190401004921,이수화학,20190401,연
Y,한진,002320,사업보고서 (2018.12),20190401004919,한진,20190401,연
K,메디톡스,086900,사업보고서 (2018.12),20190401004916,메디톡스,20190401,연
Y,남양유업,003920,사업보고서 (2018.12),20190401004914,남양유업,20190401,연
Y,LS,006260,사업보고서 (2018.12),20190401004913,LS,20190401,연
K,이디,033110,사업보고서 (2018.12),20190401004912,이디,20190401,연
Y,계양전기,012200,사업보고서 (2018.12),20190401004911,계양전기,20190401,연
E,파주에너지서비스,00895985,[기재정정]사업보고서 (2018.12),20190401004909,파주에너지서비스,20190401,
K,에스엔텍,160600,사업보고서 (2018.12),20190401004908,에스엔텍,20190401,연
K,제이스테판,096690,사업보고서 (2018.12),20190401004906,제이스테판,20190401,연
Y,롯데정보통신,286940,사업보고서 (2018.12),20190401004905,롯데정보통신,20190401,연
K,NEW,160550,사업보고서 (2018.12),20190401004903,NEW,20190401,연
K,필옵틱스,161580,사업보고서 (2018.12),20190401004902,필옵틱스,20190401,연
Y,범양건영,002410,사업보고서 (2018.12),20190401004898,범양건영,20190401,연
Y,SH에너지화학,002360,사업보고서 (2018.12),20190401004897,SH에너지화학,20190401,연
Y,광주신세계,037710,사업보고서 (2018.12),20190401004895,광주신세계,20190401,
Y,무학,033920,사업보고서 (2018.12),20190401004891,무학,20190401,연
E,크래프톤,00760971,사업보고서 (2018.12),20190401004888,크래프톤,20190401,정연
E,미라콤아이앤씨,00418041,사업보고서 (2018.12),20190401004886,미라콤아이앤씨,20190401,연
Y,한국공항,005430,사업보고서 (2018.12),20190401004885,한국공항,20190401,연
Y,한국타이어,161390,사업보고서 (2018.12),20190401004884,한국타이어,20190401,연
N,아이피몬스터,223220,사업보고서 (2018.12),20190401004882,아이피몬스터,20190401,
K,케이씨에스,115500,사업보고서 (2018.12),20190401004881,케이씨에스,20190401,
K,이노인스트루먼트,215790,[기재정정]사업보고서 (2018.12),20190401004880,이노인스트루먼트,20190401,연
Y,진에어,272450,[기재정정]반기보고서 (2018.06),20190401004879,진에어,20190401,
E,엔터미디어,00407975,사업보고서 (2018.12),20190401004877,엔터미디어,20190401,연
Y,삼양홀딩스,000070,[기재정정]사업보고서 (2018.12),20190401004874,삼양홀딩스,20190401,연
Y,영원무역홀딩스,009970,사업보고서 (2018.12),20190401004873,영원무역홀딩스,20190401,연
K,아난티,025980,사업보고서 (2018.12),20190401004872,아난티,20190401,연
Y,동성화학,005190,사업보고서 (2018.12),20190401004868,동성화학,20190401,연
