crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,삼본정밀전자,111870,사업보고서 (2018.12),20190401004681,삼본정밀전자,20190401,정연
E,파주에너지서비스,00895985,사업보고서 (2018.12),20190401004448,파주에너지서비스,20190401,정
K,컴투스,078340,사업보고서 (2018.12),20190401004446,컴투스,20190401,연
Y,락앤락,115390,사업보고서 (2018.12),20190401004445,락앤락,20190401,연
E,대교홀딩스,00366298,사업보고서 (2018.12),20190401004439,대교홀딩스,20190401,연
K,우리조명,037400,사업보고서 (2018.12),20190401004438,우리조명,20190401,연
E,에스케이어드밴스드,01043844,사업보고서 (2018.12),20190401004437,에스케이어드밴스드,20190401,
E,DGB생명보험,00124063,사업보고서 (2018.12),20190401004436,DGB생명보험,20190401,
Y,무림페이퍼,009200,사업보고서 (2018.12),20190401004435,무림페이퍼,20190401,연
K,에프앤리퍼블릭,064090,사업보고서 (2018.12),20190401004434,에프앤리퍼블릭,20190401,연
Y,AK홀딩스,006840,사업보고서 (2018.12),20190401004433,AK홀딩스,20190401,연
E,서브원,01346486,사업보고서 (2018.12),20190401004431,서브원,20190401,연
K,오리엔트정공,065500,사업보고서 (2018.12),20190401004428,오리엔트정공,20190401,연
Y,SK텔레콤,017670,사업보고서 (2018.12),20190401004425,SK텔레콤,20190401,연
E,씨앤에스자산관리,00173731,사업보고서 (2018.12),20190401004423,씨앤에스자산관리,20190401,연
K,대한광통신,010170,[기재정정]사업보고서 (2018.12),20190401004420,대한광통신,20190401,연
Y,LS전선아시아,229640,사업보고서 (2018.12),20190401004419,LS전선아시아,20190401,연
Y,사조씨푸드,014710,사업보고서 (2018.12),20190401004418,사조씨푸드,20190401,
K,아이에이,038880,사업보고서 (2018.12),20190401004417,아이에이,20190401,연
Y,한국항공우주,047810,사업보고서 (2018.12),20190401004416,한국항공우주,20190401,연
Y,현대제철,004020,사업보고서 (2018.12),20190401004415,현대제철,20190401,연
Y,삼양홀딩스,000070,사업보고서 (2018.12),20190401004413,삼양홀딩스,20190401,정연
Y,한솔홈데코,025750,[기재정정]사업보고서 (2018.12),20190401004409,한솔홈데코,20190401,연
Y,DB손해보험,005830,사업보고서 (2018.12),20190401004408,DB손해보험,20190401,연
K,아이티센,124500,사업보고서 (2018.12),20190401004407,아이티센,20190401,연
K,메가스터디,072870,사업보고서 (2018.12),20190401004405,메가스터디,20190401,연
Y,기업은행,024110,사업보고서 (2018.12),20190401004404,기업은행,20190401,연
K,SK머티리얼즈,036490,사업보고서 (2018.12),20190401004403,SK머티리얼즈,20190401,연
K,상신이디피,091580,[기재정정]사업보고서 (2018.12),20190401004402,상신이디피,20190401,연
Y,현대건설기계,267270,사업보고서 (2018.12),20190401004401,현대건설기계,20190401,연
