crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
Y,대원전선,006340,사업보고서 (2018.12),20190329000086,대원전선,20190329,연
E,렉스필드컨트리클럽,00476939,사업보고서 (2018.12),20190329000078,렉스필드컨트리클럽,20190329,
K,안트로젠,065660,사업보고서 (2018.12),20190329000047,안트로젠,20190329,
E,지앤엘,00106456,사업보고서 (2018.12),20190329000045,지앤엘,20190329,
E,이앤코리아,01210048,사업보고서 (2018.12),20190329000039,이앤코리아,20190329,
Y,신도리코,029530,사업보고서 (2018.12),20190329000035,신도리코,20190329,연
N,파마리서치바이오,217950,사업보고서 (2018.12),20190329000023,파마리서치바이오,20190329,
Y,케이티앤지,033780,[기재정정]분기보고서 (2018.09),20190328002128,케이티앤지,20190329,
K,파인디앤씨,049120,사업보고서 (2018.12),20190328002079,파인디앤씨,20190329,연
E,피엔에스커튼월,00107303,사업보고서 (2018.12),20190328002149,피엔에스커튼월,20190329,
Y,팬오션,028670,사업보고서 (2018.12),20190328002043,팬오션,20190328,연
Y,오렌지라이프,079440,사업보고서 (2018.12),20190328001973,오렌지라이프,20190328,
Y,디피씨,026890,사업보고서 (2018.12),20190328001967,디피씨,20190328,연
E,인크,01112311,소액공모법인결산서류 (2018.12),20190328001944,인크,20190328,
E,뉴젠팜,00413994,사업보고서 (2018.12),20190328001931,뉴젠팜,20190328,
K,에스에스알,275630,사업보고서 (2018.12),20190328001872,에스에스알,20190328,
N,소프트캠프,210610,사업보고서 (2018.12),20190328001859,소프트캠프,20190328,
K,서린바이오,038070,사업보고서 (2018.12),20190328001857,서린바이오,20190328,연
K,에스디생명공학,217480,사업보고서 (2018.12),20190328001843,에스디생명공학,20190328,연
E,넥스피안,00481223,사업보고서 (2018.12),20190328001786,넥스피안,20190328,
K,코미코,183300,사업보고서 (2018.12),20190328001776,코미코,20190328,연
E,대전시티즌,00544018,사업보고서 (2018.12),20190328001766,대전시티즌,20190328,
K,엔에이치스팩10호,256630,사업보고서 (2018.12),20190328001758,엔에이치스팩10호,20190328,
E,메리츠캐피탈,00933504,사업보고서 (2018.12),20190328001702,메리츠캐피탈,20190328,연
K,엔브이에이치코리아,067570,사업보고서 (2018.12),20190328001689,엔브이에이치코리아,20190328,연
Y,F&F,007700,사업보고서 (2018.12),20190328001677,F&F,20190328,연
E,칸젠,01246159,소액공모법인결산서류 (2018.12),20190328001613,칸젠,20190328,
Y,금호전기,001210,사업보고서 (2018.12),20190328001598,금호전기,20190328,연
Y,에쓰씨엔지니어링,023960,사업보고서 (2018.12),20190328001591,에쓰씨엔지니어링,20190328,
K,디지틀조선,033130,사업보고서 (2018.12),20190328001588,디지틀조선,20190328,연
K,대성엘텍,025440,사업보고서 (2018.12),20190328001576,대성엘텍,20190328,연
K,애니젠,196300,사업보고서 (2018.12),20190328001530,애니젠,20190328,
Y,한미글로벌,053690,사업보고서 (2018.12),20190328001511,한미글로벌,20190328,연
K,클래시스,214150,사업보고서 (2018.12),20190328001510,클래시스,20190328,연
E,갤럭시게이트,00334040,사업보고서 (2018.12),20190328001483,갤럭시게이트,20190328,
K,제낙스,065620,사업보고서 (2018.12),20190328001463,제낙스,20190328,연
K,유틸렉스,263050,사업보고서 (2018.12),20190328001439,유틸렉스,20190328,연
K,이엑스티,226360,사업보고서 (2018.12),20190328001414,이엑스티,20190328,연
Y,경인전자,009140,사업보고서 (2018.12),20190328001394,경인전자,20190328,연
K,에이디칩스,054630,사업보고서 (2018.12),20190328001392,에이디칩스,20190328,
K,한일사료,005860,사업보고서 (2018.12),20190328001389,한일사료,20190328,연
K,한양이엔지,045100,사업보고서 (2018.12),20190328001375,한양이엔지,20190328,연
K,디에스티,033430,사업보고서 (2018.12),20190328001370,디에스티,20190328,연
Y,디씨엠,024090,사업보고서 (2018.12),20190328001361,디씨엠,20190328,연
K,피델릭스,032580,사업보고서 (2018.12),20190328001324,피델릭스,20190328,
K,신성델타테크,065350,사업보고서 (2018.12),20190328001299,신성델타테크,20190328,연
K,피제이전자,006140,사업보고서 (2018.12),20190328001298,피제이전자,20190328,
E,미주제강,00115472,사업보고서 (2018.12),20190328001265,미주제강,20190328,
Y,지코,010580,사업보고서 (2018.12),20190328001211,지코,20190328,
K,에이치엘사이언스,239610,사업보고서 (2018.12),20190328001183,에이치엘사이언스,20190328,
E,이지메디컴,00451763,[첨부추가]사업보고서 (2018.12),20190328001147,이지메디컴,20190328,
K,참좋은여행,094850,사업보고서 (2018.12),20190328001146,참좋은여행,20190328,
E,에이지,00295909,소액공모법인결산서류 (2018.12),20190328001145,에이지,20190328,
K,에쎈테크,043340,사업보고서 (2018.12),20190328001144,에쎈테크,20190328,
Y,미창석유공업,003650,사업보고서 (2018.12),20190328001124,미창석유공업,20190328,
E,투에버,00355335,사업보고서 (2018.12),20190328001119,투에버,20190328,
E,일신레져,00300399,사업보고서 (2018.12),20190328001117,일신레져,20190328,
