crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,라이온켐텍,171120,사업보고서 (2018.12),20190329003323,라이온켐텍,20190329,
E,세종투자,00234865,사업보고서 (2018.12),20190329003321,세종투자,20190329,
K,서진시스템,178320,사업보고서 (2018.12),20190329003317,서진시스템,20190329,연
K,위메이드,112040,사업보고서 (2018.12),20190329003313,위메이드,20190329,연
K,제이씨현시스템,033320,사업보고서 (2018.12),20190329003308,제이씨현시스템,20190329,연
N,엔솔바이오사이언스,140610,[기재정정]사업보고서 (2017.12),20190329003307,엔솔바이오사이언스,20190329,연
Y,LS네트웍스,000680,사업보고서 (2018.12),20190329003304,LS네트웍스,20190329,정연
Y,텔코웨어,078000,사업보고서 (2018.12),20190329003295,텔코웨어,20190329,연
E,삼흥,00135166,사업보고서 (2018.12),20190329003294,삼흥,20190329,
K,팜스토리,027710,사업보고서 (2018.12),20190329003289,팜스토리,20190329,연
E,더스텔라,00307037,사업보고서 (2018.12),20190329003287,더스텔라,20190329,
K,오상자이엘,053980,사업보고서 (2018.12),20190329003284,오상자이엘,20190329,연
E,강원일보,00100656,사업보고서 (2018.12),20190329003281,강원일보,20190329,
Y,사조해표,079660,사업보고서 (2018.12),20190329003271,사조해표,20190329,연
K,바이넥스,053030,사업보고서 (2018.12),20190329003266,바이넥스,20190329,연
K,디엔에프,092070,사업보고서 (2018.12),20190329003249,디엔에프,20190329,
K,디티앤씨,187220,사업보고서 (2018.12),20190329003248,디티앤씨,20190329,연
Y,사조대림,003960,사업보고서 (2018.12),20190329003245,사조대림,20190329,연
E,한마음금융,00515283,사업보고서 (2018.12),20190329003243,한마음금융,20190329,
K,잉글우드랩,950140,사업보고서 (2018.12),20190329003235,잉글우드랩,20190329,연
K,한컴유니맥스,215090,사업보고서 (2018.12),20190329003234,한컴유니맥스,20190329,
Y,동서,026960,사업보고서 (2018.12),20190329003233,동서,20190329,연
K,디딤,217620,사업보고서 (2018.12),20190329003231,디딤,20190329,연
Y,인팩,023810,사업보고서 (2018.12),20190329003229,인팩,20190329,연
E,농협생명보험,00909349,사업보고서 (2018.12),20190329003227,농협생명보험,20190329,연
N,디피코,163430,사업보고서 (2018.12),20190329003220,디피코,20190329,
K,셀리버리,268600,사업보고서 (2018.12),20190329003216,셀리버리,20190329,연
K,지란지교시큐리티,208350,사업보고서 (2018.12),20190329003214,지란지교시큐리티,20190329,연
K,씨아이에스,222080,사업보고서 (2018.12),20190329003213,씨아이에스,20190329,연
K,엘앤에프,066970,사업보고서 (2018.12),20190329003209,엘앤에프,20190329,연
Y,DSR,155660,사업보고서 (2018.12),20190329003198,DSR,20190329,연
K,웹스,196700,사업보고서 (2018.12),20190329003190,웹스,20190329,연
K,제넥신,095700,사업보고서 (2018.12),20190329003183,제넥신,20190329,
E,토지지원리츠제1호위탁관리부동산투자회사,01195545,사업보고서 (2018.12),20190329003181,토지지원리츠제1호위탁관리부동산투자회사,20190329,
Y,우신시스템,017370,사업보고서 (2018.12),20190329003179,우신시스템,20190329,연
K,우리넷,115440,사업보고서 (2018.12),20190329003176,우리넷,20190329,
E,곰앤컴퍼니,00438708,사업보고서 (2018.12),20190329003171,곰앤컴퍼니,20190329,
K,아이크래프트,052460,사업보고서 (2018.12),20190329003170,아이크래프트,20190329,연
E,하나캐피탈,00152932,사업보고서 (2018.12),20190329003167,하나캐피탈,20190329,
K,포스코 ICT,022100,사업보고서 (2018.12),20190329003165,포스코 ICT,20190329,연
Y,이리츠코크렙,088260,사업보고서 (2018.12),20190329003163,이리츠코크렙,20190329,연
K,유진테크,084370,사업보고서 (2018.12),20190329003152,유진테크,20190329,연
K,성우테크론,045300,사업보고서 (2018.12),20190329003150,성우테크론,20190329,연
K,쎌바이오텍,049960,사업보고서 (2018.12),20190329003149,쎌바이오텍,20190329,연
K,한화수성스팩,265920,사업보고서 (2018.12),20190329003148,한화수성스팩,20190329,
K,손오공,066910,사업보고서 (2018.12),20190329003144,손오공,20190329,연
Y,DRB동일,004840,사업보고서 (2018.12),20190329003135,DRB동일,20190329,연
Y,아세아제지,002310,사업보고서 (2018.12),20190329003134,아세아제지,20190329,연
K,디지캡,197140,사업보고서 (2018.12),20190329003129,디지캡,20190329,
Y,아티스,101140,사업보고서 (2018.12),20190329003128,아티스,20190329,
Y,한국콜마홀딩스,024720,사업보고서 (2018.12),20190329003126,한국콜마홀딩스,20190329,연
E,팡스카이,01208821,사업보고서 (2018.12),20190329003124,팡스카이,20190329,
