crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,케이씨티,089150,사업보고서 (2018.12),20190401003228,케이씨티,20190401,
Y,수산중공업,017550,사업보고서 (2018.12),20190401003226,수산중공업,20190401,연
K,액션스퀘어,205500,사업보고서 (2018.12),20190401003222,액션스퀘어,20190401,연
K,체리부로,066360,사업보고서 (2018.12),20190401003220,체리부로,20190401,연
K,마크로젠,038290,사업보고서 (2018.12),20190401003218,마크로젠,20190401,연
K,유비쿼스,264450,사업보고서 (2018.12),20190401003216,유비쿼스,20190401,
Y,현대리바트,079430,사업보고서 (2018.12),20190401003206,현대리바트,20190401,연
E,지에스이앤알,00429889,사업보고서 (2018.12),20190401003203,지에스이앤알,20190401,연
Y,동부제철,016380,사업보고서 (2018.12),20190401003201,동부제철,20190401,연
Y,GKL,114090,사업보고서 (2018.12),20190401003200,GKL,20190401,연
Y,KC코트렐,119650,사업보고서 (2018.12),20190401003198,KC코트렐,20190401,정연
Y,대원강업,000430,사업보고서 (2018.12),20190401003195,대원강업,20190401,연
Y,STX중공업,071970,사업보고서 (2018.12),20190401003192,STX중공업,20190401,연
K,휴젤,145020,사업보고서 (2018.12),20190401003190,휴젤,20190401,연
Y,우리들제약,004720,사업보고서 (2018.12),20190401003189,우리들제약,20190401,연
K,정원엔시스,045510,사업보고서 (2018.12),20190401003186,정원엔시스,20190401,연
K,케이엠제약,225430,[기재정정]사업보고서 (2018.12),20190401003180,케이엠제약,20190401,
E,엠소닉,00124577,사업보고서 (2018.12),20190401003178,엠소닉,20190401,
Y,제일약품,271980,사업보고서 (2018.12),20190401003179,제일약품,20190401,
E,뉴경기관광,00108302,사업보고서 (2018.12),20190401003177,뉴경기관광,20190401,
Y,한섬,020000,사업보고서 (2018.12),20190401003176,한섬,20190401,연
K,씨앤지하이테크,264660,사업보고서 (2018.12),20190401003172,씨앤지하이테크,20190401,
Y,일성건설,013360,사업보고서 (2018.12),20190401003165,일성건설,20190401,연
E,대농,00109107,사업보고서 (2018.12),20190401003162,대농,20190401,연
K,디에스케이,109740,사업보고서 (2018.12),20190401003159,디에스케이,20190401,연
E,대한상선,00126061,사업보고서 (2018.12),20190401003156,대한상선,20190401,연
N,드림티엔터테인먼트,220110,사업보고서 (2018.12),20190401003154,드림티엔터테인먼트,20190401,연
Y,동북아13호선박투자,083380,사업보고서 (2018.12),20190401003150,동북아13호선박투자,20190401,
K,아바코,083930,사업보고서 (2018.12),20190401003151,아바코,20190401,연
K,기가레인,049080,사업보고서 (2018.12),20190401003144,기가레인,20190401,연
K,다산네트웍스,039560,사업보고서 (2018.12),20190401003145,다산네트웍스,20190401,연
Y,태경화학,006890,사업보고서 (2018.12),20190401003142,태경화학,20190401,연
Y,LG화학,051910,사업보고서 (2018.12),20190401003134,LG화학,20190401,연
K,대봉엘에스,078140,사업보고서 (2018.12),20190401003133,대봉엘에스,20190401,연
Y,KPX케미칼,025000,사업보고서 (2018.12),20190401003132,KPX케미칼,20190401,연
K,아미코젠,092040,사업보고서 (2018.12),20190401003131,아미코젠,20190401,연
E,아주엠씨엠,00312084,사업보고서 (2018.12),20190401003129,아주엠씨엠,20190401,
Y,동북아12호선박투자,083370,사업보고서 (2018.12),20190401003126,동북아12호선박투자,20190401,
N,엠앤씨생명과학,225860,사업보고서 (2018.12),20190401003123,엠앤씨생명과학,20190401,연
K,지스마트글로벌,114570,사업보고서 (2018.12),20190401003120,지스마트글로벌,20190401,
K,한라IMS,092460,사업보고서 (2018.12),20190401003119,한라IMS,20190401,연
E,신한카드,00307897,사업보고서 (2018.12),20190401003118,신한카드,20190401,연
K,제이스텍,090470,사업보고서 (2018.12),20190401003116,제이스텍,20190401,연
K,대정화금,120240,사업보고서 (2018.12),20190401003114,대정화금,20190401,
K,디엠씨,101000,사업보고서 (2018.12),20190401003110,디엠씨,20190401,
K,수산아이앤티,050960,사업보고서 (2018.12),20190401003111,수산아이앤티,20190401,
Y,핸즈코퍼레이션,143210,사업보고서 (2018.12),20190401003109,핸즈코퍼레이션,20190401,연
K,레드캡투어,038390,사업보고서 (2018.12),20190401003108,레드캡투어,20190401,연
Y,콤텍시스템,031820,사업보고서 (2018.12),20190401003105,콤텍시스템,20190401,
K,인탑스,049070,사업보고서 (2018.12),20190401003104,인탑스,20190401,연
Y,조광피혁,004700,사업보고서 (2018.12),20190401003102,조광피혁,20190401,
Y,한세엠케이,069640,사업보고서 (2018.12),20190401003100,한세엠케이,20190401,연
K,유비쿼스홀딩스,078070,사업보고서 (2018.12),20190401003099,유비쿼스홀딩스,20190401,연
K,WI,073570,사업보고서 (2018.12),20190401003098,WI,20190401,연
K,알리코제약,260660,[첨부추가]사업보고서 (2018.12),20190401003097,알리코제약,20190401,
K,KB오토시스,024120,사업보고서 (2018.12),20190401003094,KB오토시스,20190401,연
K,한국테크놀로지,053590,사업보고서 (2018.12),20190401003093,한국테크놀로지,20190401,
E,엘에스아이앤디,01004553,사업보고서 (2018.12),20190401003092,엘에스아이앤디,20190401,연
E,한국투자증권,00160144,사업보고서 (2018.12),20190401003090,한국투자증권,20190401,연
E,제이티비씨콘텐트허브,00299367,사업보고서 (2018.12),20190401003088,제이티비씨콘텐트허브,20190401,
E,서울바이오시스,00488402,사업보고서 (2018.12),20190401003086,서울바이오시스,20190401,연
K,위지윅스튜디오,299900,사업보고서 (2018.12),20190401003083,위지윅스튜디오,20190401,
Y,에어부산,298690,사업보고서 (2018.12),20190401005207,에어부산,20190401,정
E,잘만테크,00491336,사업보고서 (2018.12),20190401003079,잘만테크,20190401,연
Y,한창제지,009460,사업보고서 (2018.12),20190401003076,한창제지,20190401,
K,엔터메이트,206400,사업보고서 (2018.12),20190401003074,엔터메이트,20190401,연
