crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
E,메르세데스벤츠파이낸셜서비스코리아,00455389,사업보고서 201812,20190329000799,메르세데스벤츠파이낸셜서비스코리아,20190329,정
K,오리엔탈정공,014940,사업보고서 201812,20190329000796,오리엔탈정공,20190329,연
K,삼화네트웍스,046390,사업보고서 201812,20190329000771,삼화네트웍스,20190329,연
K,지니언스,263860,사업보고서 201812,20190329000768,지니언스,20190329,연
K,제이엠티,094970,사업보고서 201812,20190329000760,제이엠티,20190329,연
K,프럼파스트,035200,사업보고서 201812,20190329000741,프럼파스트,20190329,연
K,제노레이,122310,사업보고서 201812,20190329000738,제노레이,20190329,연
N,관악산업,076340,사업보고서 201812,20190329000731,관악산업,20190329,
K,알엔투테크놀로지,148250,사업보고서 201812,20190329000726,알엔투테크놀로지,20190329,
K,코텍,052330,사업보고서 201812,20190329000723,코텍,20190329,
K,쌍용정보통신,010280,사업보고서 201812,20190329000697,쌍용정보통신,20190329,연
E,농업회사법인의령군토요애유통,00711896,사업보고서 201812,20190329000679,농업회사법인의령군토요애유통,20190329,
K,풍국주정,023900,사업보고서 201812,20190329000672,풍국주정,20190329,연
K,한솔씨앤피,221610,사업보고서 201812,20190329000669,한솔씨앤피,20190329,연
K,아이엠,101390,사업보고서 201812,20190329000659,아이엠,20190329,연
Y,에이리츠,140910,사업보고서 201812,20190329000644,에이리츠,20190329,
N,카이노스메드,220250,사업보고서 201812,20190329000616,카이노스메드,20190329,
N,에이치엔에스하이텍,044990,사업보고서 201812,20190329000608,에이치엔에스하이텍,20190329,연
E,클루넷,00419989,사업보고서 201812,20190329000605,클루넷,20190329,
Y,송원산업,004430,사업보고서 201812,20190329000586,송원산업,20190329,연
K,하나금융9호스팩,261200,사업보고서 201812,20190329000584,하나금융9호스팩,20190329,
N,빅텐츠,210120,사업보고서 201812,20190329000576,빅텐츠,20190329,정연
K,제주반도체,080220,사업보고서 201812,20190329000562,제주반도체,20190329,연
