crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,한일네트웍스,046110,사업보고서 201812,20190401005007,한일네트웍스,20190401,연
K,포스링크,056730,사업보고서 201812,20190401005006,포스링크,20190401,연
Y,코웨이,021240,사업보고서 201812,20190401005004,코웨이,20190401,연
Y,한국타이어월드와이드,000240,사업보고서 201812,20190401005003,한국타이어월드와이드,20190401,연
Y,종근당홀딩스,001630,사업보고서 201812,20190401005001,종근당홀딩스,20190401,연
E,교보생명보험,00112882,첨부추가사업보고서 201812,20190401005000,교보생명보험,20190401,연
Y,조선내화,000480,사업보고서 201812,20190401004999,조선내화,20190401,연
K,루트로닉,085370,사업보고서 201812,20190401004998,루트로닉,20190401,연
Y,동양철관,008970,사업보고서 201812,20190401004995,동양철관,20190401,연
Y,KG케미칼,001390,사업보고서 201812,20190401004993,KG케미칼,20190401,연
K,유테크,178780,사업보고서 201812,20190401004992,유테크,20190401,연
Y,미래에셋생명,085620,사업보고서 201812,20190401004990,미래에셋생명,20190401,연
E,세메스,00207737,사업보고서 201812,20190401004989,세메스,20190401,연
E,SK해운,01208432,사업보고서 201812,20190401004986,SK해운,20190401,연
K,미래테크놀로지,213090,사업보고서 201812,20190401004983,미래테크놀로지,20190401,연
Y,청호컴넷,012600,사업보고서 201812,20190401004982,청호컴넷,20190401,연
E,필로시스,01017803,사업보고서 201812,20190401004981,필로시스,20190401,
Y,두산밥캣,241560,사업보고서 201812,20190401004980,두산밥캣,20190401,연
E,미래에셋캐피탈,00251738,사업보고서 201812,20190401004979,미래에셋캐피탈,20190401,연
K,우노앤컴퍼니,114630,사업보고서 201812,20190401004977,우노앤컴퍼니,20190401,정연
N,리메드,302550,사업보고서 201812,20190401004976,리메드,20190401,
E,제이시스메디칼,00922173,사업보고서 201812,20190401004975,제이시스메디칼,20190401,
K,한네트,052600,사업보고서 201812,20190401004974,한네트,20190401,
Y,대한항공,003490,기재정정사업보고서 201712,20190401004973,대한항공,20190401,연
E,현대스틸산업,00444435,사업보고서 201812,20190401004972,현대스틸산업,20190401,
Y,경동도시가스,267290,사업보고서 201812,20190401004969,경동도시가스,20190401,연
E,엠파크홀딩스,00992808,사업보고서 201812,20190401004970,엠파크홀딩스,20190401,연
Y,동방,004140,사업보고서 201812,20190401004968,동방,20190401,연
E,알바이오,00112004,사업보고서 201812,20190401004967,알바이오,20190401,
Y,대덕전자,008060,사업보고서 201812,20190401004966,대덕전자,20190401,연
E,카리스소프트,00137836,사업보고서 201812,20190401004963,카리스소프트,20190401,
E,대우산업개발,00905583,사업보고서 201812,20190401004962,대우산업개발,20190401,연
K,휴네시온,290270,사업보고서 201812,20190401004961,휴네시온,20190401,연
Y,남해화학,025860,사업보고서 201812,20190401004960,남해화학,20190401,
Y,서연,007860,사업보고서 201812,20190401004958,서연,20190401,연
Y,유수홀딩스,000700,사업보고서 201812,20190401004950,유수홀딩스,20190401,연
E,SK건설,00131799,기재정정사업보고서 201812,20190401004946,SK건설,20190401,연
K,골드퍼시픽,038530,사업보고서 201812,20190401004947,골드퍼시픽,20190401,연
Y,유화증권,003460,사업보고서 201812,20190401004944,유화증권,20190401,
E,부산은행,00124106,사업보고서 201812,20190401004943,부산은행,20190401,연
Y,케이티,030200,사업보고서 201812,20190401004942,케이티,20190401,연
E,현대커머셜,00603278,사업보고서 201812,20190401004941,현대커머셜,20190401,
Y,KEC,092220,사업보고서 201812,20190401004939,KEC,20190401,연
E,신세계톰보이,00132488,사업보고서 201812,20190401004938,신세계톰보이,20190401,
E,대구은행,00109019,사업보고서 201812,20190401004936,대구은행,20190401,연
N,젠큐릭스,229000,사업보고서 201812,20190401004937,젠큐릭스,20190401,
N,탑선,180060,사업보고서 201812,20190401004934,탑선,20190401,
Y,금호석유화학,011780,사업보고서 201812,20190401004932,금호석유화학,20190401,연
N,크로넥스,215570,사업보고서 201812,20190401004928,크로넥스,20190401,
K,동화기업,025900,사업보고서 201812,20190401004926,동화기업,20190401,정연
K,스카이문스테크놀로지,033790,사업보고서 201812,20190401004925,스카이문스테크놀로지,20190401,연
Y,JW중외제약,001060,사업보고서 201812,20190401004924,JW중외제약,20190401,정연
