crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
E,티맥스소프트,00340111,사업보고서제출기한연장신고서 201812,20190322001291,티맥스소프트,20190325,
K,차바이오텍,085660,사업보고서제출기한연장신고서 201812,20190322001215,차바이오텍,20190322,
E,아리바이오,01028322,사업보고서제출기한연장신고서 201812,20190322001185,아리바이오,20190322,
E,우리교육,00244002,소액공모법인결산서류 201812,20190322001150,우리교육,20190322,
K,경창산업,024910,사업보고서제출기한연장신고서 201812,20190322001146,경창산업,20190322,
E,이더블유비엠,01336197,사업보고서제출기한연장신고서 201812,20190322001138,이더블유비엠,20190322,
K,민앤지,214180,기재정정사업보고서 201712,20190322001134,민앤지,20190322,연
E,폴루스,01172386,사업보고서제출기한연장신고서 201812,20190322001124,폴루스,20190322,
E,카페베네,00857550,사업보고서제출기한연장신고서 201812,20190322000990,카페베네,20190322,
E,쉬프트정보통신,00370769,사업보고서 201812,20190322000936,쉬프트정보통신,20190322,
K,청담러닝,096240,사업보고서제출기한연장신고서 201812,20190322000935,청담러닝,20190322,
E,후이즈,00261975,사업보고서제출기한연장신고서 201812,20190322000870,후이즈,20190322,
K,파인넥스,123260,사업보고서제출기한연장신고서 201812,20190322000862,파인넥스,20190322,
K,KJ프리텍,083470,사업보고서제출기한연장신고서 201812,20190322000776,KJ프리텍,20190322,
K,덕신하우징,090410,첨부추가사업보고서 201812,20190322000666,덕신하우징,20190322,연
N,주노콜렉션,221670,사업보고서제출기한연장신고서 201812,20190322000658,주노콜렉션,20190322,
K,MP그룹,065150,사업보고서제출기한연장신고서 201812,20190322000647,MP그룹,20190322,
E,에임하이글로벌,00222806,사업보고서제출기한연장신고서 201812,20190322000618,에임하이글로벌,20190322,
E,인켈,00164326,사업보고서 201812,20190322000607,인켈,20190322,
E,압타바이오,01251595,사업보고서 201812,20190322000480,압타바이오,20190322,
E,울진유통농업회사법인,00698805,사업보고서 201812,20190322000477,울진유통농업회사법인,20190322,
E,데스틴파워,01135039,소액공모법인결산서류 201812,20190322000428,데스틴파워,20190322,
E,삼보오토,00430089,기재정정사업보고서 201812,20190322000205,삼보오토,20190322,
E,삼보오토,00430089,기재정정사업보고서 201812,20190322000146,삼보오토,20190322,정
E,이노시뮬레이션,00965318,사업보고서제출기한연장신고서 201812,20190322000132,이노시뮬레이션,20190322,
K,미래에셋제5호스팩,239340,사업보고서 201812,20190322000052,미래에셋제5호스팩,20190322,
E,신테카바이오,01344336,사업보고서제출기한연장신고서 201812,20190322000030,신테카바이오,20190322,
E,하나에프앤아이,00170442,사업보고서 201812,20190321001063,하나에프앤아이,20190322,연
K,네이처셀,007390,기재정정분기보고서 201809,20190321000912,네이처셀,20190321,
K,네이처셀,007390,기재정정반기보고서 201806,20190321000902,네이처셀,20190321,
K,네이처셀,007390,기재정정분기보고서 201803,20190321000876,네이처셀,20190321,
K,네이처셀,007390,기재정정사업보고서 201712,20190321000842,네이처셀,20190321,
K,JW신약,067290,기재정정사업보고서 201712,20190321000651,JW신약,20190321,연
E,대지개발,00415558,사업보고서제출기한연장신고서 201812,20190321000572,대지개발,20190321,
K,지스마트글로벌,114570,기재정정분기보고서 201809,20190321000504,지스마트글로벌,20190321,
E,BNK캐피탈,00844936,사업보고서 201812,20190320000821,BNK캐피탈,20190321,연
Y,유니퀘스트,077500,기재정정사업보고서 201712,20190320000830,유니퀘스트,20190321,연
K,지와이커머스,111820,기재정정사업보고서 201712,20190320000792,지와이커머스,20190321,정연
K,아스트,067390,사업보고서 201812,20190320000749,아스트,20190320,연
Y,유니퀘스트,077500,기재정정사업보고서 201612,20190320000632,유니퀘스트,20190320,연
Y,유니퀘스트,077500,기재정정사업보고서 201512,20190320000621,유니퀘스트,20190320,연
Y,유니퀘스트,077500,기재정정사업보고서 201412,20190320000606,유니퀘스트,20190320,연
Y,유니퀘스트,077500,기재정정사업보고서 201312,20190320000593,유니퀘스트,20190320,연
Y,유니퀘스트,077500,기재정정사업보고서 201212,20190320000584,유니퀘스트,20190320,연
