crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
Y,유니퀘스트,077500,기재정정사업보고서 201112,20190320000409,유니퀘스트,20190320,연
E,비보존,01181418,기재정정사업보고서 201712,20190319000772,비보존,20190319,연
E,완도전복,00753573,사업보고서 201812,20190319000479,완도전복,20190319,
K,테라셈,182690,사업보고서 201812,20190319000422,테라셈,20190319,연
K,에이앤티앤,050320,사업보고서제출기한연장신고서 201812,20190319000363,에이앤티앤,20190319,
K,파티게임즈,194510,기재정정사업보고서 201712,20190318000932,파티게임즈,20190318,연
E,피케이엘,00222213,분기보고서 201901,20190318000391,피케이엘,20190318,
K,CSA 코스믹,083660,기재정정분기보고서 201809,20190318000292,CSA 코스믹,20190318,
K,CSA 코스믹,083660,기재정정반기보고서 201806,20190318000290,CSA 코스믹,20190318,
K,CSA 코스믹,083660,기재정정사업보고서 201512,20190318000286,CSA 코스믹,20190318,정
K,CSA 코스믹,083660,기재정정사업보고서 201412,20190318000285,CSA 코스믹,20190318,정연
K,CSA 코스믹,083660,기재정정사업보고서 201312,20190318000284,CSA 코스믹,20190318,정연
K,피앤텔,054340,기재정정반기보고서 201806,20190315001064,피앤텔,20190315,
K,동원개발,013120,기재정정분기보고서 201809,20190315001062,동원개발,20190315,
K,동원개발,013120,기재정정반기보고서 201806,20190315001054,동원개발,20190315,
K,동원개발,013120,기재정정사업보고서 201712,20190315001050,동원개발,20190315,
K,동원개발,013120,기재정정분기보고서 201803,20190315001040,동원개발,20190315,
Y,트러스제7호,140890,반기보고서 201901,20190315000349,트러스제7호,20190315,
Y,삼성바이오로직스,207940,기재정정분기보고서 201809,20190314001332,삼성바이오로직스,20190314,
Y,삼성바이오로직스,207940,기재정정반기보고서 201806,20190314001318,삼성바이오로직스,20190314,
Y,삼성바이오로직스,207940,기재정정분기보고서 201803,20190314001305,삼성바이오로직스,20190314,
Y,삼성물산,028260,기재정정분기보고서 201809,20190314001170,삼성물산,20190314,
Y,삼성물산,028260,기재정정반기보고서 201806,20190314001151,삼성물산,20190314,
Y,삼성물산,028260,기재정정분기보고서 201803,20190314001137,삼성물산,20190314,
K,옴니텔,057680,기재정정사업보고서 201712,20190314000758,옴니텔,20190314,
Y,광명전기,017040,기재정정사업보고서 201712,20190314000279,광명전기,20190314,연
Y,광명전기,017040,기재정정사업보고서 201612,20190314000275,광명전기,20190314,연
E,문경관광개발,00437277,사업보고서 201812,20190314000251,문경관광개발,20190314,
E,우양에이치씨,00450931,사업보고서 201812,20190313000214,우양에이치씨,20190313,
E,노무라인터내셔널펀딩피티이,01082834,기재정정분기보고서 201812,20190308000224,노무라인터내셔널펀딩피티이,20190308,
N,청광종건,140290,기재정정사업보고서 201712,20190306000107,청광종건,20190306,
N,청광종건,140290,기재정정사업보고서 201612,20190306000078,청광종건,20190306,연
E,티맥스소프트,00340111,기재정정사업보고서 201512,20190304000957,티맥스소프트,20190304,
E,티맥스소프트,00340111,기재정정사업보고서 201612,20190304000926,티맥스소프트,20190304,
E,티맥스소프트,00340111,기재정정사업보고서 201712,20190304000912,티맥스소프트,20190304,
K,SV인베스트먼트,289080,분기보고서 201812,20190304000905,SV인베스트먼트,20190304,
E,티맥스소프트,00340111,기재정정분기보고서 201809,20190304000883,티맥스소프트,20190304,
K,씨케이에이치,900120,반기보고서 201812,20190304000675,씨케이에이치,20190304,
Y,현대약품,004310,사업보고서 201811,20190228006730,현대약품,20190228,
E,삼보오토,00430089,사업보고서 201812,20190228006645,삼보오토,20190228,정
Y,ST홀딩스,036530,사업보고서 201812,20190228005738,ST홀딩스,20190228,연
Y,ST모티브,064960,사업보고서 201812,20190228005479,ST모티브,20190228,연
Y,ST중공업,003570,사업보고서 201812,20190228005328,ST중공업,20190228,연
E,노무라인터내셔널펀딩피티이,01082834,분기보고서 201812,20190228005290,노무라인터내셔널펀딩피티이,20190228,정
Y,STC,100840,사업보고서 201812,20190228005250,STC,20190228,
E,삼정데이타서비스,00261814,소액공모법인결산서류 201812,20190228003601,삼정데이타서비스,20190228,
E,케이피항공산업,01101254,사업보고서 201812,20190228001168,케이피항공산업,20190228,
K,제이에스티나,026040,기재정정분기보고서 201809,20190227004635,제이에스티나,20190227,
K,GRT,900290,반기보고서 201812,20190227000474,GRT,20190227,
Y,무학,033920,기재정정분기보고서 201809,20190225002824,무학,20190225,
Y,무학,033920,기재정정반기보고서 201806,20190225002801,무학,20190225,
Y,무학,033920,기재정정분기보고서 201803,20190225002679,무학,20190225,
Y,무학,033920,기재정정사업보고서 201712,20190225002450,무학,20190225,연
E,일화모직공업,00146719,사업보고서 201811,20190225002262,일화모직공업,20190225,
Y,무학,033920,기재정정분기보고서 201709,20190225002186,무학,20190225,
Y,무학,033920,기재정정반기보고서 201706,20190225002138,무학,20190225,
