crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,평화정공,043370,사업보고서 201812,20190401003674,평화정공,20190401,연
Y,삼부토건,001470,사업보고서 201812,20190401003672,삼부토건,20190401,연
K,아바텍,149950,사업보고서 201812,20190401003673,아바텍,20190401,
K,엠케이전자,033160,사업보고서 201812,20190401003670,엠케이전자,20190401,연
K,대주전자재료,078600,사업보고서 201812,20190401003666,대주전자재료,20190401,연
E,지누스,00150633,기재정정반기보고서 201806,20190401003665,지누스,20190401,
Y,대림씨엔에스,004440,사업보고서 201812,20190401003660,대림씨엔에스,20190401,
K,에이씨티,138360,사업보고서 201812,20190401003659,에이씨티,20190401,연
E,에스에스지닷컴,01346404,사업보고서 201812,20190401003655,에스에스지닷컴,20190401,
Y,대림비앤코,005750,사업보고서 201812,20190401003654,대림비앤코,20190401,연
N,티에스아이,277880,사업보고서 201812,20190401003653,티에스아이,20190401,연
Y,삼성카드,029780,사업보고서 201812,20190401003649,삼성카드,20190401,연
E,에스케이바이오사이언스,01319899,사업보고서 201812,20190401003641,에스케이바이오사이언스,20190401,
E,얍컴퍼니,01044597,사업보고서 201812,20190401003639,얍컴퍼니,20190401,
E,성원,00133089,사업보고서 201812,20190401003634,성원,20190401,
Y,남영비비안,002070,사업보고서 201812,20190401003631,남영비비안,20190401,연
K,뉴파워프라즈마,144960,사업보고서 201812,20190401003629,뉴파워프라즈마,20190401,연
K,KT서브마린,060370,사업보고서 201812,20190401003625,KT서브마린,20190401,
K,이녹스,088390,사업보고서 201812,20190401003624,이녹스,20190401,연
K,JYP Ent,035900,사업보고서 201812,20190401003620,JYP Ent,20190401,연
K,국보디자인,066620,사업보고서 201812,20190401003619,국보디자인,20190401,연
K,액트로,290740,사업보고서 201812,20190401003618,액트로,20190401,정연
K,덕산네오룩스,213420,사업보고서 201812,20190401003617,덕산네오룩스,20190401,
K,삼목에스폼,018310,사업보고서 201812,20190401003616,삼목에스폼,20190401,
Y,태영건설,009410,사업보고서 201812,20190401003614,태영건설,20190401,연
K,홈센타홀딩스,060560,사업보고서 201812,20190401003613,홈센타홀딩스,20190401,연
E,지누스,00150633,기재정정분기보고서 201803,20190401003611,지누스,20190401,
Y,KC그린홀딩스,009440,기재정정사업보고서 201812,20190401003609,KC그린홀딩스,20190401,연
Y,SK네트웍스,001740,사업보고서 201812,20190401003606,SK네트웍스,20190401,연
Y,메리츠금융지주,138040,사업보고서 201812,20190401003605,메리츠금융지주,20190401,연
Y,삼양패키징,272550,사업보고서 201812,20190401003603,삼양패키징,20190401,
K,이즈미디어,181340,사업보고서 201812,20190401003600,이즈미디어,20190401,연
Y,CJ씨푸드,011150,사업보고서 201812,20190401003597,CJ씨푸드,20190401,
K,데일리블록체인,139050,사업보고서 201812,20190401003595,데일리블록체인,20190401,연
Y,씨에스윈드,112610,사업보고서 201812,20190401003594,씨에스윈드,20190401,연
K,상지카일룸,042940,사업보고서 201812,20190401003593,상지카일룸,20190401,연
K,아이에스이커머스,069920,사업보고서 201812,20190401003592,아이에스이커머스,20190401,
Y,쿠쿠홀딩스,192400,기재정정사업보고서 201812,20190401003591,쿠쿠홀딩스,20190401,연
Y,LS산전,010120,사업보고서 201812,20190401003590,LS산전,20190401,정연
K,대창스틸,140520,사업보고서 201812,20190401003586,대창스틸,20190401,연
K,인텍플러스,064290,사업보고서 201812,20190401003585,인텍플러스,20190401,연
