crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
Y,LG하우시스,108670,사업보고서 201812,20190401004159,LG하우시스,20190401,연
Y,쿠쿠홈시스,284740,사업보고서 201812,20190401004158,쿠쿠홈시스,20190401,연
Y,일진홀딩스,015860,사업보고서 201812,20190401004157,일진홀딩스,20190401,연
K,이상네트웍스,080010,사업보고서 201812,20190401004155,이상네트웍스,20190401,연
K,데브시스터즈,194480,사업보고서 201812,20190401004153,데브시스터즈,20190401,연
K,셀트리온제약,068760,사업보고서 201812,20190401004152,셀트리온제약,20190401,연
Y,현대오토에버,307950,사업보고서 201812,20190401004896,현대오토에버,20190401,정연
K,크로바하이텍,043590,사업보고서 201812,20190401004149,크로바하이텍,20190401,연
E,한국투자캐피탈,01064272,사업보고서 201812,20190401004147,한국투자캐피탈,20190401,연
K,대성창투,027830,사업보고서 201812,20190401004146,대성창투,20190401,
Y,현대일렉트릭,267260,사업보고서 201812,20190401004145,현대일렉트릭,20190401,연
E,루트원플러스,00263140,사업보고서 201812,20190401004144,루트원플러스,20190401,
E,GS에너지,00903503,사업보고서 201812,20190401004141,GS에너지,20190401,연
Y,고려제강,002240,사업보고서 201812,20190401004140,고려제강,20190401,정연
K,케이씨피드,025880,사업보고서 201812,20190401004138,케이씨피드,20190401,연
K,아나패스,123860,사업보고서 201812,20190401004136,아나패스,20190401,
K,영풍정밀,036560,사업보고서 201812,20190401004135,영풍정밀,20190401,
K,대한광통신,010170,사업보고서 201812,20190401004133,대한광통신,20190401,정연
Y,현대자동차,005380,사업보고서 201812,20190401004132,현대자동차,20190401,연
K,동진쎄미켐,005290,사업보고서 201812,20190401004130,동진쎄미켐,20190401,연
K,인콘,083640,사업보고서 201812,20190401004128,인콘,20190401,연
E,경남은행,01030132,사업보고서 201812,20190401004126,경남은행,20190401,연
K,서진오토모티브,122690,사업보고서 201812,20190401004124,서진오토모티브,20190401,연
Y,태경산업,015890,사업보고서 201812,20190401004123,태경산업,20190401,연
K,DMS,068790,사업보고서 201812,20190401004118,DMS,20190401,연
E,포스코에너지,00306135,사업보고서 201812,20190401004117,포스코에너지,20190401,연
Y,현대모비스,012330,사업보고서 201812,20190401004112,현대모비스,20190401,정연
K,스튜디오썸머,008800,사업보고서 201812,20190401004110,스튜디오썸머,20190401,연
Y,코스모화학,005420,사업보고서 201812,20190401004109,코스모화학,20190401,연
K,유진기업,023410,사업보고서 201812,20190401004107,유진기업,20190401,연
E,롯데글로벌로지스,00207676,사업보고서 201812,20190401004106,롯데글로벌로지스,20190401,연
Y,CJ대한통운,000120,사업보고서 201812,20190401004105,CJ대한통운,20190401,연
Y,NHN엔터테인먼트,181710,사업보고서 201812,20190401004103,NHN엔터테인먼트,20190401,연
K,조이시티,067000,사업보고서 201812,20190401004101,조이시티,20190401,연
K,우리로,046970,사업보고서 201812,20190401004100,우리로,20190401,연
K,메지온,140410,첨부정정사업보고서 201812,20190401004098,메지온,20190401,연
K,경남제약,053950,사업보고서 201812,20190401004094,경남제약,20190401,연
E,GS칼텍스,00165459,사업보고서 201812,20190401004093,GS칼텍스,20190401,연
Y,CJ제일제당,097950,사업보고서 201812,20190401004092,CJ제일제당,20190401,연
K,서암기계공업,100660,사업보고서 201812,20190401004088,서암기계공업,20190401,
K,이에스브이,223310,사업보고서 201812,20190401004086,이에스브이,20190401,정연
K,중앙리빙테크,051980,사업보고서 201812,20190401004085,중앙리빙테크,20190401,연
Y,엔케이물산,009810,사업보고서 201812,20190401004084,엔케이물산,20190401,연
K,세원,234100,사업보고서 201812,20190401004081,세원,20190401,
Y,일동제약,249420,사업보고서 201812,20190401004083,일동제약,20190401,연
K,랩지노믹스,084650,사업보고서 201812,20190401004080,랩지노믹스,20190401,
K,우리이앤엘,153490,사업보고서 201812,20190401004079,우리이앤엘,20190401,연
Y,제일파마홀딩스,002620,사업보고서 201812,20190401004077,제일파마홀딩스,20190401,연
K,큐브엔터,182360,사업보고서 201812,20190401004075,큐브엔터,20190401,연
E,바이오인프라생명과학,01130885,사업보고서 201812,20190401004074,바이오인프라생명과학,20190401,연
Y,효성화학,298000,사업보고서 201812,20190401004073,효성화학,20190401,연
K,상아프론테크,089980,사업보고서 201812,20190401004072,상아프론테크,20190401,연
E,지누스,00150633,사업보고서 201812,20190401004071,지누스,20190401,연
K,포비스티앤씨,016670,사업보고서 201812,20190401004067,포비스티앤씨,20190401,연
K,이노인스트루먼트,215790,사업보고서 201812,20190401004065,이노인스트루먼트,20190401,정연
Y,미원홀딩스,107590,사업보고서 201812,20190401004064,미원홀딩스,20190401,연
K,좋은사람들,033340,사업보고서 201812,20190401004062,좋은사람들,20190401,연
K,대유위니아,071460,사업보고서 201812,20190401004059,대유위니아,20190401,연
K,진매트릭스,109820,사업보고서 201812,20190401004057,진매트릭스,20190401,연
K,해덕파워웨이,102210,사업보고서 201812,20190401004052,해덕파워웨이,20190401,연
K,에스퓨얼셀,288620,사업보고서 201812,20190401004050,에스퓨얼셀,20190401,
Y,SOil,010950,사업보고서 201812,20190401004049,SOil,20190401,연
Y,효성 ITX,094280,사업보고서 201812,20190401004046,효성 ITX,20190401,연
K,중앙에너비스,000440,사업보고서 201812,20190401004043,중앙에너비스,20190401,
K,삼지전자,037460,사업보고서 201812,20190401004041,삼지전자,20190401,연
