crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
Y,성신양회,004980,사업보고서 201812,20190401004219,성신양회,20190401,연
E,현대캐피탈,00208514,사업보고서 201812,20190401004218,현대캐피탈,20190401,연
Y,한국자산신탁,123890,사업보고서 201812,20190401004214,한국자산신탁,20190401,연
E,현대카드,00222374,사업보고서 201812,20190401004212,현대카드,20190401,연
K,유티아이,179900,사업보고서 201812,20190401004211,유티아이,20190401,연
Y,인터지스,129260,사업보고서 201812,20190401004209,인터지스,20190401,연
Y,동아에스티,170900,사업보고서 201812,20190401004208,동아에스티,20190401,연
E,지디케이화장품,01079733,사업보고서 201812,20190401004207,지디케이화장품,20190401,연
Y,쌍용양회공업,003410,사업보고서 201812,20190401004206,쌍용양회공업,20190401,연
Y,무림PP,009580,사업보고서 201812,20190401004203,무림PP,20190401,연
K,에스모,073070,사업보고서 201812,20190401004204,에스모,20190401,연
K,디에이테크놀로지,196490,사업보고서 201812,20190401004200,디에이테크놀로지,20190401,연
Y,웅진,016880,사업보고서 201812,20190401004194,웅진,20190401,연
Y,평화산업,090080,사업보고서 201812,20190401004195,평화산업,20190401,연
E,SK실트론,00138020,사업보고서 201812,20190401004193,SK실트론,20190401,정연
E,한국증권금융,00159643,사업보고서 201812,20190401004189,한국증권금융,20190401,연
E,지에스이피에스,00231929,첨부정정사업보고서 201812,20190401004188,지에스이피에스,20190401,연
Y,동양네트웍스,030790,사업보고서 201812,20190401004187,동양네트웍스,20190401,연
Y,케이씨텍,281820,사업보고서 201812,20190401004186,케이씨텍,20190401,
E,현대삼호중공업,00332468,사업보고서 201812,20190401004183,현대삼호중공업,20190401,
K,KD건설,044180,사업보고서 201812,20190401004182,KD건설,20190401,연
Y,신대양제지,016590,사업보고서 201812,20190401004179,신대양제지,20190401,연
K,원익QnC,074600,사업보고서 201812,20190401004177,원익QnC,20190401,연
K,본느,226340,사업보고서 201812,20190401005157,본느,20190401,정연
K,KCI,036670,사업보고서 201812,20190401004176,KCI,20190401,
K,브이원텍,251630,사업보고서 201812,20190401004175,브이원텍,20190401,연
Y,한국가스공사,036460,사업보고서 201812,20190401004174,한국가스공사,20190401,연
Y,한화갤러리아타임월드,027390,사업보고서 201812,20190401004173,한화갤러리아타임월드,20190401,
Y,코오롱글로벌,003070,사업보고서 201812,20190401004169,코오롱글로벌,20190401,연
Y,해태제과식품,101530,사업보고서 201812,20190401004168,해태제과식품,20190401,연
K,에스에프씨,112240,사업보고서 201812,20190401004166,에스에프씨,20190401,연
E,그린기술투자,00116073,사업보고서 201812,20190401004165,그린기술투자,20190401,
E,엘지씨엔에스,00139834,사업보고서 201812,20190401004162,엘지씨엔에스,20190401,연
K,옵토팩,123010,사업보고서 201812,20190401004163,옵토팩,20190401,
E,에스앤아이코퍼레이션,00395324,사업보고서 201812,20190401004161,에스앤아이코퍼레이션,20190401,연
