crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
Y,포스코,005490,사업보고서 201812,20190401002526,포스코,20190401,연
Y,세아특수강,019440,사업보고서 201812,20190401002525,세아특수강,20190401,연
E,현대엠엔소프트,00495475,사업보고서 201812,20190401002518,현대엠엔소프트,20190401,
K,원풍물산,008290,사업보고서 201812,20190401002511,원풍물산,20190401,
K,마이크로프랜드,147760,사업보고서 201812,20190401002510,마이크로프랜드,20190401,정
Y,SK증권,001510,사업보고서 201812,20190401002505,SK증권,20190401,연
Y,덕성,004830,사업보고서 201812,20190401002504,덕성,20190401,연
Y,교보증권,030610,사업보고서 201812,20190401002503,교보증권,20190401,연
K,디지털대성,068930,사업보고서 201812,20190401002502,디지털대성,20190401,연
Y,디아이씨,092200,사업보고서 201812,20190401002500,디아이씨,20190401,연
K,에이치케이,044780,기재정정사업보고서 201812,20190401002497,에이치케이,20190401,연
Y,세원셀론텍,091090,사업보고서 201812,20190401002495,세원셀론텍,20190401,연
E,에이프로젠,00549059,사업보고서 201812,20190401002494,에이프로젠,20190401,연
E,성지건설,00133238,사업보고서 201812,20190401002493,성지건설,20190401,
E,지에스이피에스,00231929,사업보고서 201812,20190401002488,지에스이피에스,20190401,정연
K,대창솔루션,096350,사업보고서 201812,20190401002487,대창솔루션,20190401,연
